SITEVISITID,SITE,Latitude,Longitude,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
1819,GUA-00053,144.9409797,13.60201559,101.2614017,101.7942018,99.32390174,93.97030167,104.1360018,101.4279016,88.64120154,89.88810152,104.0055017,100.7784018,94.84720166
1820,GUA-00054,144.8844126,13.64472507,110.3135019,105.1154018,103.9176018,97.79490173,108.0792019,101.6302017,89.91240158,92.49700157,104.8301017,100.7967018,95.20980166
1821,GUA-00055,144.8343,13.6174,15.58380028,12.22510023,18.63520033,11.26040022,8.205300155,4.284500081,5.604900101,11.9951002,4.566800078,16.03890027,15.24650025
1822,GUA-00056,144.8089541,13.550601,13.71240025,9.812900182,16.06270028,9.844000188,6.480600122,2.92710006,4.635500084,9.640200161,3.885600066,13.85950024,12.45820021
1809,GUA-00004,144.79765,13.51698,12.27590023,8.662200156,14.22750024,8.771700171,5.07730009,2.34850005,3.901600066,7.939400134,3.291500056,13.07820023,11.8240002
1840,ROT-00052,145.1943908,14.11275253,37.69340065,12.36630019,27.96080041,17.46750028,15.17090029,12.38320022,6.900600123,10.01420019,5.844000103,5.693000094,10.00360015
1835,ROT-00001,145.28577,14.17567,121.386202,110.3945018,108.3873018,97.89660163,115.872202,116.567902,94.34970167,99.01200169,113.583002,101.2067017,103.8436019
1842,ROT-00005,145.20702,14.18288,41.01990069,53.37760089,53.92030095,30.03600051,45.44780081,28.15800052,36.16740063,41.77950072,41.68010072,59.56090102,66.21270119
1787,WAK-00014,166.65736,19.28729,153.0921026,148.2019027,152.9766027,121.5689021,170.0008029,144.4637024,164.3437028,146.0114025,165.334903,132.3308023,142.8483025
1785,WAK-00009,166.65115,19.27116,0,0,0,0,0,0,0,0,0,0,0
1841,ROT-00053,145.1312611,14.12271944,20.88050037,4.555300067,11.13310017,5.086800085,6.021700113,5.874400098,1.893900032,4.063800063,1.365400022,1.310400021,5.363200077
1836,ROT-00002,145.25938,14.15378,24.28450043,5.291800087,10.44720015,4.556000081,6.987900132,6.042900099,2.212500037,3.757600067,1.425100024,1.074900016,5.76880008
1843,ROT-00006,145.1504,14.15838,26.83680047,30.40560051,40.86530067,22.21220036,23.13690042,15.62540027,16.37400027,26.51400046,15.85970028,36.42530062,35.95180063
1844,ROT-00007,145.14172,14.1367,8.615300154,2.667500045,4.533400069,1.689200027,3.008500054,4.393700077,0.151800003,2.042700028,0.155500003,0.599300008,3.447200048
1817,GUA-00007,144.9274,13.60227,99.3061017,100.4014017,97.32050171,91.96660163,102.7471018,99.71060162,87.69580153,88.32560149,102.2844017,97.77340171,91.72310161
1849,AGU-00002,145.53667,14.84773,134.5949024,100.0290017,126.9971022,104.1923018,111.726002,110.1411019,84.81350146,101.8681016,89.6478015,93.65220161,91.92900156
1850,AGU-00003,145.55557,14.85975,134.4192024,99.50630164,125.3906021,101.6572018,111.268002,106.7079018,83.14000143,102.1238016,90.43450152,94.92420163,93.45220159
1793,WAK-00004,166.59378,19.30782,68.06070112,93.88370162,106.3862019,95.52460161,60.70370102,67.71430121,62.97330111,72.09060127,65.10030114,74.58680127,77.86990136
1794,WAK-00005,166.59486,19.30284,57.32410096,76.61450131,81.69580153,79.71270135,50.34950084,50.48290088,43.89220078,51.0331009,49.40250086,61.22020106,63.3500011
1818,GUA-00009,144.89278,13.6326,109.3544019,104.6024018,101.6639018,97.98670173,107.6561019,101.8934017,89.35500157,91.34690154,104.9476017,97.5499017,91.82810162
1816,GUA-00005,144.82843,13.57865,12.56310023,8.75370016,15.14570026,9.097100177,5.292800102,2.144500049,3.861800069,8.090700132,3.143600054,13.06750023,11.8749002
1826,GUA-00057,144.7770676,13.3076175,111.0724019,100.2833018,103.4914018,92.25270161,109.1911019,106.5852017,86.47250151,89.36870151,102.2947017,91.2149016,94.10040165
1845,ROT-00054,145.2160626,14.19106197,59.88750099,68.83310115,70.58090122,40.49660069,63.20080114,39.64970073,52.00490089,56.48780099,54.55770093,74.03690129,87.70160159
1856,TIN-00002,145.6279112,14.94048617,18.38430034,5.719600098,28.32500053,9.501300171,12.65830023,4.60330007,1.412500027,11.3795002,0.0276,10.01950015,13.71870023
1795,WAK-00057,166.5955864,19.30121019,55.24800093,69.8000012,74.9851014,72.13940123,47.87800079,46.64940082,39.4532007,45.43530079,43.66410079,55.19750094,58.45270101
1792,WAK-00002,166.61303,19.28765,7.500200132,6.168900089,8.264200149,1.780800035,7.899100144,3.445300056,0.494100013,2.852500048,0.886600016,6.632000127,9.266500152
1855,TIN-00001,145.6510282,15.03477269,97.22640168,78.47210127,84.46330142,84.04390146,87.39700157,95.11330162,73.17130126,80.01290124,81.29620135,69.61790121,62.14640106
1848,ROT-00057,145.14699,14.15535,27.56590048,31.52910053,41.87590069,23.07280037,23.91410044,15.96240028,16.71020028,26.94750047,17.25580031,37.01190063,37.00160064
1858,TIN-00050,145.6565052,15.06755205,68.76800127,53.70540088,55.29240091,69.94780123,51.52480096,73.81940128,40.4760007,49.20070077,56.04650094,43.07290076,26.08150044
1859,TIN-00051,145.6292534,14.93781318,0,0,0,0,0,0,0,0,0,0,0
1860,TIN-00052,145.630329,14.95239149,13.50830024,5.394800091,25.78980049,8.472700151,11.93430021,2.726100037,1.391700026,10.74670019,0,9.583800141,11.7743002
1805,WAK-00064,166.6210975,19.28224211,11.7258002,5.640300081,12.07650022,3.058800053,9.94080018,4.024100069,3.718700062,6.621000117,2.041000036,11.60510022,9.391200152
1800,WAK-00003,166.59816,19.29774,25.92910042,23.49070041,12.38850022,23.59750044,15.93470028,13.32550023,10.93100021,15.65010026,14.94370024,20.53050035,16.52770029
1813,GUA-00050,144.6401729,13.44386769,0,0,0,0,0,0,0,0,0,0,0
1814,GUA-00051,144.7681307,13.49372232,11.63540021,8.695500159,13.79990023,8.68760017,4.98920009,2.370800051,3.968800067,7.939700132,3.370800058,12.94580022,11.7841002
1811,GUA-00010,144.69352,13.47357,15.01700026,15.10440027,17.6397003,11.65820022,9.101900161,6.080500108,6.994800121,13.26570023,7.157400127,18.58280031,17.6751003
1781,WAK-00012,166.61186,19.3254,188.9981032,214.6154038,219.1053039,190.4923032,200.0534034,182.2965031,198.6173034,182.1402031,203.3418036,176.228403,195.0492034
1864,TIN-00053,145.6394716,15.09925484,15.73900028,13.69180026,27.58040051,13.89670022,14.91930026,8.97830014,9.329100168,16.48470029,2.246700037,16.84450027,15.82740027
1797,WAK-00059,166.615487,19.28590558,0,0,0,0,0,0,0,0,0,0,0
1798,WAK-00060,166.6068003,19.29160754,9.716800169,6.238500089,9.586900176,2.53450005,8.924700153,3.768300061,2.170800041,5.314900093,0.886600016,7.567800149,9.399800154
1815,GUA-00052,144.7845554,13.50927847,13.25130024,10.8475002,16.26310028,10.06500019,6.533000117,3.674500071,4.742900082,10.17170017,4.072300066,14.62900025,13.91650023
1790,WAK-00055,166.6539521,19.294865,145.6067025,138.2083025,141.4874025,112.5992019,163.0843028,137.1026023,154.1041026,132.2476023,158.7685029,123.4898021,137.5651024
1782,WAK-00050,166.6221681,19.32000107,169.1023029,193.6152034,211.7592038,164.8395028,191.5822033,169.3522029,186.6760032,169.982903,188.1191034,157.9706027,180.8012031
1865,TIN-00054,145.6141625,15.07220191,16.8411003,16.4203003,29.52160054,15.03840024,16.35870028,9.928100159,10.72880019,19.13020034,2.845400046,18.39630029,17.4291003
1801,WAK-00006,166.60743,19.29172,9.239700161,6.198000089,9.425500173,2.182300043,8.895000153,3.505300057,1.808600036,5.195500092,0.886600016,7.022000139,9.310800154
1866,TIN-00055,145.6219485,15.07943113,16.6855003,15.68360029,28.89590053,14.76160024,16.09810028,9.627200153,10.58720019,18.77420033,2.636800041,18.06800028,16.77450028
1867,TIN-00056,145.5867157,15.00424345,14.12420025,5.591800096,26.39470051,9.258400163,12.07180021,2.932400041,1.456200027,10.81970019,0,9.918800144,13.87970023
1779,WAK-00007,166.60214,19.32046,94.83250161,134.1257023,138.4119025,122.8783021,103.3462018,96.47900168,117.984602,102.6093018,107.160202,110.2325019,132.0614023
1791,WAK-00056,166.6525834,19.30899924,176.291403,185.1830033,207.5681038,160.8413027,192.9390033,172.248803,184.8393031,173.0845031,184.2919033,164.7807028,180.6926031
1788,WAK-00053,166.6604718,19.26829571,141.3561024,124.1255023,122.0586022,100.7270017,156.3614027,121.568502,139.3078024,115.0554019,141.6544025,113.864902,119.2947021
1802,WAK-00061,166.6550961,19.26797074,23.97380039,11.6328002,16.07950028,10.00310017,22.92570037,14.26140023,10.48750017,15.17460028,15.47090029,21.98160041,16.16420028
1824,GUA-00003,144.70282,13.24158,52.86270093,35.48850061,49.07420084,51.12540092,34.4959006,56.86800093,29.72780052,33.94180056,33.69340055,25.22200044,25.20790046
1783,WAK-00051,166.6056698,19.32389103,115.204002,149.3931026,155.4856028,134.1295023,124.7426021,114.018802,139.3872024,121.5682021,118.4505022,123.5060021,156.2779027
1780,WAK-00008,166.59824,19.31654,89.79070151,125.8595022,132.8734024,119.309702,98.01240169,92.59950161,111.6592019,98.93370175,102.5587019,103.7716018,126.4296022
1838,ROT-00050,145.2850972,14.16325,127.3910021,114.2746019,115.3312019,101.6380017,121.0033021,118.539902,96.5285017,103.0808018,114.095302,105.5436018,108.665702
1825,GUA-00013,144.7677,13.29163333,111.1624019,100.3094018,103.6204018,92.33870162,109.2914019,106.6048017,86.47250151,89.40580151,102.2947017,91.4077016,94.23000166
1812,GUA-00012,144.6259167,13.44878333,0,0,0,0,0,0,0,0,0,0,0
1857,TIN-00004,145.66305,14.94783,33.75440067,6.25010011,19.51680032,15.72370025,13.10510023,11.76530021,5.337300104,8.285500124,5.222800082,4.797300091,9.74640014
1862,TIN-00005,145.62855,14.9557,15.09680027,5.507900093,27.48560051,9.027100158,12.27350022,3.941300063,1.391700026,10.91100019,0,9.669600143,12.53210021
1871,SAI-00050,145.8019333,15.28258333,19.79640034,30.59540056,27.19530046,20.59530039,23.31470039,20.58940039,19.19400033,24.41570042,21.04560036,34.76490062,34.28240059
1933,ASC-00055,145.3991635,19.67663965,27.09990047,11.55490019,33.39030048,16.12610031,17.93060031,10.9193002,5.689600113,25.66690044,2.857200047,30.55460046,24.38330041
1932,ASC-00054,145.415849,19.68093538,138.2185024,127.5858022,155.1926025,103.6108018,140.1552024,121.7936021,101.0257018,132.5023023,117.0380021,135.7530024,124.6101021
1887,SAI-00005,145.74465,15.09862,0,0,0,0,0,0,0,0,0,0,0
1914,PAG-00057,145.7269193,18.04662569,108.7649018,90.1723015,122.6443021,82.48840141,110.634302,91.11430158,73.40250131,100.2439017,85.38360145,88.58610145,79.27490139
1907,PAG-00006,145.74422,18.09292,22.11440035,25.24340048,22.05010037,22.94390038,16.79910029,9.192200178,17.5010003,21.48310033,12.41310022,33.18890051,28.88620051
1876,SAI-00053,145.6941833,15.19668333,6.311700109,4.36480007,11.56380019,5.589700092,4.591800073,0.900200016,2.64690005,6.760800116,1.913100027,10.81020018,8.90280015
1874,SAI-00006,145.69017,15.1566,7.262600126,4.565700073,11.53660019,6.258100108,4.270100067,0.854200016,3.048100056,6.660300119,2.407400036,10.96640018,8.980700151
1889,SAI-00061,145.7487443,15.12670523,80.97020138,70.90160123,78.42420139,76.16950128,79.42970141,88.27260149,60.70900104,71.26800114,74.97940131,62.26610106,50.49740085
1890,SAI-00062,145.7455651,15.09532766,0,0,0,0,0,0,0,0,0,0,0
1909,PAG-00012,145.76647,18.16657,68.46110116,90.43260156,80.8225013,64.61850113,77.95430137,58.64650102,71.34420122,72.29630121,67.49830113,108.5380019,105.2621019
1870,SAI-00008,145.79122,15.27353,22.5873004,34.37160062,28.68210049,21.76460041,26.71550045,22.10430041,23.30660041,26.15300045,25.12640042,37.67180067,37.92360064
1861,TIN-00003,145.60302,14.99072,18.63450037,4.632200077,24.82080047,8.565000151,12.04200022,4.696600069,1.11560002,8.758700158,0.0276,5.305300082,7.201600102
1924,ASC-00003,145.39365,19.7017,45.34420079,54.74410095,51.14290082,45.31670078,39.57240063,41.34040064,37.48810068,49.82270084,28.4800005,64.23250106,56.24810096
1895,SAR-00050,145.7892625,16.70864596,126.8395022,127.8814021,122.1578021,103.7462018,124.7666022,116.362702,102.5314018,112.785202,116.491102,116.187002,110.3394019
1910,PAG-00013,145.7649,18.09665,49.13960076,26.98600043,51.11060094,41.18100069,38.08330071,40.15540071,20.05310036,45.33880077,37.35750065,22.62730035,19.98720036
1930,ASC-00005,145.41177,19.67803,122.6071022,103.2637018,138.3331023,88.22550154,126.0284022,95.74330164,83.29240151,112.2767019,102.0754018,117.249702,104.0784018
1893,SAR-00002,145.77527,16.7164,57.31570101,73.4817012,71.59040117,50.2369009,66.07420111,46.54740081,56.88420105,61.03660109,54.95890096,88.00110158,90.93560155
1894,SAR-00004,145.7886,16.6986,115.510202,111.0854018,114.873902,90.09140153,116.400602,106.7229019,89.65220162,101.5843018,107.2373018,108.1639018,104.9425018
1898,SAR-00053,145.7739755,16.6931707,31.68530058,11.12240019,39.21830066,17.02160031,19.99010031,12.39220021,6.336900122,23.46950042,4.169900073,23.74770048,26.52430045
1902,PAG-00050,145.7591481,18.13272745,11.1499002,12.18050021,25.42290043,15.58230026,11.6013002,5.511400101,5.166900097,15.41110025,4.274600079,28.37060045,23.54740042
1923,ASC-00002,145.39225,19.68072,27.28280048,11.60260019,33.12330048,16.29190031,18.17150031,11.0681002,5.774900115,25.64250044,2.901200047,29.43590044,23.96600041
1878,SAI-00055,145.68545,15.13155,0,0,0,0,0,0,0,0,0,0,0
1877,SAI-00054,145.6946333,15.16191667,0,0,0,0,0,0,0,0,0,0,0
1888,SAI-00060,145.7501239,15.15320714,23.89250044,4.189200071,11.31320021,9.518500161,10.10740018,8.556500151,4.805100084,5.485000085,4.410200063,1.450600025,4.823900074
1908,PAG-00008,145.74172,18.0607,102.7272017,83.65210139,108.2647019,76.8164013,99.63830178,88.19920154,68.68750122,92.39880155,81.82330141,78.84710129,72.35860127
1912,PAG-00055,145.7742019,18.10502484,23.72390036,4.859100092,18.42330035,10.29490016,10.53690017,9.805500176,4.203300074,14.35810023,3.292500047,3.475500038,7.773800127
1872,SAI-00051,145.7517667,15.25421667,0,0,0,0,0,0,0,0,0,0,0
1918,PAG-00058,145.7534305,18.10593059,17.9844003,18.83120034,21.92090037,16.31720025,12.31940021,6.529500121,11.66780021,18.4224003,9.351400159,30.27770047,26.32150047
1904,PAG-00052,145.780777,18.16952384,128.3369021,144.8347025,137.1571023,113.098402,135.4603024,123.9961022,114.156202,126.9317021,129.0522022,146.1125025,134.2630024
1905,PAG-00053,145.8089892,18.15952255,145.8854024,148.2395025,145.8621024,119.4903021,144.2462025,131.4246023,117.7677021,133.5798022,131.7635022,140.1105024,134.9661024
1911,PAG-00054,145.8051883,18.12164247,123.0577021,115.7868019,128.5410022,92.03610158,125.7785022,107.4091019,94.22900166,112.2494019,113.5755019,116.140502,113.801202
1873,SAI-00052,145.7018167,15.2375,0,0,0,0,0,0,0,0,0,0,0
1934,ASC-00056,145.388583,19.68475,35.57050061,26.12030045,38.1848006,27.39670049,21.95650036,13.50680023,14.48730027,31.37410053,10.9964002,41.22950066,37.41250065
1875,SAI-00007,145.70627,15.10805,8.043600119,1.601500031,7.442100116,2.141500033,2.855600044,2.868800063,0,2.522300042,0,6.039300099,7.782100132
1896,SAR-00051,145.783212,16.71467632,88.08610151,110.8195018,91.38670155,67.80250116,102.2186018,82.40580144,87.92320157,85.5551015,89.01640157,99.71250172,96.68900168
1897,SAR-00052,145.7664,16.7041,25.93760045,15.26620026,34.53240056,18.95320034,15.61970024,8.126600138,8.302000144,21.60090036,6.355500108,26.36310053,24.81530043
1925,ASC-00050,145.420366,19.69127496,150.4097026,146.7744026,153.8303026,116.735402,147.6511025,133.8262022,117.9719021,143.1601025,131.1043023,141.2471024,133.5009022
