SITEVISITID,SITE,Latitude,Longitude,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
3726,SAI-00403,145.7564254,15.25379886,26.60590046,44.78510079,34.11160061,25.49600047,35.0140006,26.12800049,29.72790054,30.62890053,37.81500064,47.15690084,51.4913009
3738,ROT-00107,145.1678368,14.11504431,10.43730019,3.463400058,19.85250032,6.002500092,8.737100188,1.543700023,1.037700015,5.878100113,0,3.728100063,5.068000075
3767,TIN-00116,145.6626065,15.01924572,97.16920169,94.58080154,95.35120159,89.70160156,97.62940174,99.80820169,81.58940139,88.85480142,94.24120159,88.25890153,80.77590141
3760,TIN-00179,145.6561005,15.06957184,65.67960122,51.47810083,52.90430088,68.66680121,47.47170087,70.44720123,38.69150068,46.97950073,53.26400089,40.74700072,24.68130041
3763,TIN-00061,145.6086787,15.06910052,17.51100032,17.34080032,31.74800058,15.72300025,17.01790029,10.16090016,10.94420019,19.81350035,3.138500049,18.9811003,18.13830032
3728,ROT-00072,145.1659054,14.11064951,38.73230067,12.5339002,33.44360052,16.35490026,18.14630035,12.15660021,6.344300114,12.82570024,5.248600093,7.220600119,11.93100019
3776,AGU-00118,145.5586668,14.86078198,134.9549024,100.4220016,125.7817022,101.5647018,112.288302,107.2251018,83.44750143,102.1625016,91.60520153,96.67140165,95.59200163
3780,AGU-00075,145.558905,14.8422299,139.4822025,107.0212017,131.7826023,104.6334018,122.3972022,110.6968019,90.33210156,106.2268017,104.8078018,104.5986018,105.4472018
3703,SAI-00127,145.8094524,15.24626386,111.5191019,89.10890153,96.5638017,86.43370147,96.96530176,98.32420166,77.37630136,85.87330138,86.81190153,81.69520141,75.44070132
3704,SAI-00078,145.7900917,15.17512472,115.197202,115.544202,112.189202,96.39370165,118.9858021,112.9521019,94.56130168,101.6990017,116.143002,106.8277019,106.1212019
3705,SAI-00291,145.7790374,15.18960086,113.709702,109.6665019,107.7054019,94.71070162,116.5797021,106.8190018,90.33830161,98.19690161,112.169902,100.7449018,99.82630175
3727,ROT-00062,145.1552167,14.13171248,10.09730019,2.09120003,10.95940017,5.002900077,4.010200077,4.218700068,0.54700001,3.238800052,0.110400002,1.379900023,4.326000059
3723,SAI-00221,145.7234079,15.25597095,51.71140089,67.10220116,62.0217011,38.3465007,59.73930104,40.67470072,52.75800097,53.75580092,53.91480095,70.67260126,85.05910149
3732,ROT-00111,145.1904732,14.11255019,40.67820072,15.81080026,30.20460046,20.46470032,16.1198003,14.07890024,8.423800153,11.65720022,8.014900144,7.136700122,10.76410016
3746,ROT-00065,145.2101288,14.18533838,45.37280076,56.45190094,57.98570101,31.84000054,49.10660088,31.58640058,40.11430069,46.0802008,44.26330077,62.35730108,71.9330013
3730,ROT-00114,145.2098587,14.11476335,65.73710111,39.45980065,54.02030086,59.22500097,39.1236007,62.80490103,31.41580057,37.86240064,40.17280069,27.90240048,24.84130042
3747,ROT-00156,145.2329424,14.19781476,66.16770111,74.26430124,78.03380135,44.62660074,71.67120128,45.64360081,58.68490099,63.13580109,59.32890101,79.56470139,92.86270169
3749,ROT-00068,145.1490878,14.15774918,28.08100049,32.46720054,42.4065007,23.66050039,25.12200046,16.25970028,17.5150003,27.31480047,17.95860033,37.52110064,37.68280065
3753,ROT-00120,145.2364141,14.19993413,106.6484018,110.5649018,116.314402,94.74740159,115.9320021,105.4316018,93.12040164,103.8753018,107.7829018,115.231602,113.9379021
3762,TIN-00096,145.5937288,15.04022704,9.567000158,8.648400177,16.1328003,6.019700102,8.20240014,4.665200074,4.425900081,9.911400179,1.650700032,9.337100146,10.23140017
3761,TIN-00153,145.6505384,15.035516,96.00740166,76.68030125,82.55740139,83.33620145,86.13200156,94.0207016,70.91190122,78.59680121,80.36810134,68.32530119,59.81950102
3765,TIN-00119,145.658422,15.07773262,53.748001,35.3443006,38.51300062,54.01850093,28.19070051,54.46760094,27.24990048,34.55600054,36.35700057,26.37500046,18.64320029
3733,ROT-00066,145.1307357,14.12145345,23.83200041,5.935100089,12.8424002,6.478300099,6.932800128,6.484400108,2.370400041,4.86480008,1.402800023,1.588700026,5.818300084
3729,ROT-00121,145.2055761,14.11351268,73.62030124,45.42230074,61.97690099,65.53380106,46.21630083,68.86530112,36.26790066,45.44830077,46.51890081,35.94360061,28.18250049
3764,TIN-00092,145.6318404,15.09075584,16.19970029,14.16770027,28.20330052,14.37860023,15.44120027,9.288300145,9.752100174,17.44040031,2.306100039,17.38530028,16.24660028
3752,ROT-00061,145.2184564,14.19111201,54.96990091,65.12670109,66.77500115,38.10330065,57.89680104,37.42050069,47.34170081,52.82830092,50.12200086,69.55690122,82.6016015
3748,ROT-00200,145.1251059,14.13286641,28.04330049,31.71060053,42.51490071,23.33310038,24.64470044,15.99510028,16.71020028,27.60140047,17.25580031,37.12900063,37.26910065
3731,ROT-00088,145.167943,14.1193438,11.18960022,2.709700044,17.25220028,5.805000089,7.797800156,1.378500022,1.024600015,4.216800081,0,3.208400054,4.789700065
3750,ROT-00145,145.1836808,14.17314875,46.84920077,58.17870096,57.939601,32.51190055,49.93510089,32.75090061,41.26280071,47.32790082,45.73620079,63.27520109,75.01630136
3766,TIN-00126,145.6494687,15.04110027,92.01380164,72.97850118,77.99540131,81.17920141,81.74200149,91.53630156,63.55330107,72.49300112,77.11120129,63.75180111,52.72490091
3736,ROT-00172,145.2204948,14.12226615,105.7379018,76.03920125,85.95440141,83.85710138,86.59870155,96.60100159,72.16250128,76.8814013,78.53580134,65.94790114,64.40620118
3751,ROT-00078,145.203903,14.18242207,45.22330076,56.43520094,57.646701,31.73290054,49.04500088,31.58030059,40.11430069,46.0265008,44.26330077,62.30330108,71.8875013
3735,ROT-00134,145.1814365,14.11407553,30.68780053,8.770300135,18.24440027,11.38360018,11.18390021,9.636800162,5.089900097,7.040200131,4.479000073,2.853100046,7.802800112
3682,ALA-00083,145.8216046,17.61747468,13.73560024,17.38490029,21.95740036,16.9376003,13.58070022,9.203300169,10.20120016,15.72840025,6.325300102,26.81260046,24.21920042
3818,GUA-00126,144.777844,13.32785217,106.3322019,98.06910172,97.7601017,90.22710158,106.4754019,103.4866017,85.1623015,87.01810147,100.6713017,87.93540154,88.40910155
3829,GUA-00600,144.6477461,13.23221046,55.01090097,34.3237006,56.36940096,49.99820089,34.92570061,53.90830089,27.12450048,35.35640058,31.49310051,30.32790051,32.83470058
3840,GUA-00367,144.8117399,13.55924542,13.81370025,9.946600185,16.29410028,9.94170019,6.619700125,2.931400061,4.677500085,9.708300161,3.885600066,13.89910024,12.51320021
3836,GUA-00165,144.6702548,13.46503995,14.91260024,16.23950028,18.51230032,12.38130024,9.580400167,6.345600108,8.209600134,13.43870023,9.194700165,19.16370032,18.2700003
3782,AGU-00066,145.576241,14.86709422,135.1676024,101.8756017,128.0897022,102.0785018,116.8875021,108.1629018,84.55880144,103.0294017,97.83610165,100.3201017,99.8076017
3786,GUA-00140,144.9331843,13.53079062,112.7159019,102.2163018,105.3836018,93.01070163,110.4432019,108.1008017,88.15690154,90.68930153,103.3515017,93.26360163,96.20790169
3788,GUA-00245,144.8593297,13.46950902,102.7040018,84.73420148,91.83060159,84.11760145,93.39110163,98.57940161,75.63330131,80.35900134,84.54680139,77.16100135,77.21390137
3685,ALA-00091,145.8375706,17.57902237,100.7981017,79.50230133,111.4917019,77.86990137,94.64190162,88.04130154,62.75040105,93.89560158,75.10430128,74.1069013,64.6057011
3693,GUG-00069,145.8528129,17.30673306,133.7991023,131.9401023,138.1323024,107.9100018,136.3669023,125.8431023,104.8377018,122.6026021,120.5334022,123.4065022,120.9789022
3743,ROT-00069,145.1596501,14.17066997,62.68800105,70.19850117,77.62250133,44.14340074,65.08050118,40.46850074,52.42910089,57.95060102,54.55770093,74.94070131,89.1268016
3744,ROT-00082,145.1767691,14.17172969,49.2646008,59.94540099,60.12260104,33.57490057,52.20340093,34.51960064,43.53270075,48.68270084,47.16630081,65.29700114,77.73630141
3848,GUA-00634,144.8234848,13.57186153,13.00670024,9.111700166,15.48460027,9.236700181,5.660800107,2.426700052,4.187300074,8.54310014,3.370800058,13.27940023,12.0331002
3845,GUA-00160,144.6982212,13.47889222,15.29130026,15.14740027,18.1182003,11.70760023,9.220200163,6.114000108,6.994800121,13.38270023,7.157400127,18.75080031,17.7089003
3846,GUA-00598,144.7171769,13.47809058,12.7315002,12.64530023,13.51740023,10.4328002,5.321400091,4.855900088,5.8589001,10.60370019,5.139000088,16.15190027,15.00880025
3792,GUA-00510,144.7916766,13.41880839,88.63570156,71.06000124,76.53520132,77.56930134,81.17570141,90.16200147,65.81500114,69.62090116,72.2007012,61.40210107,56.748901
3783,AGU-00114,145.5502817,14.8569564,134.9291024,100.7356017,125.7166022,102.7083018,112.014902,109.5474019,83.82220144,102.3713016,90.48170152,95.19350163,93.63930159
3706,SAI-00187,145.7827019,15.20038485,117.596902,108.6719019,106.9659019,94.0907016,115.9525021,105.9565018,89.6082016,96.61060158,110.9879019,99.08240173,96.54260168
3713,SAI-00124,145.7114754,15.25223069,52.3914009,67.22080116,64.45780113,39.00430071,60.31570104,40.85290072,52.98490097,54.48690093,53.91480095,71.40830127,85.07830149
3756,TIN-00065,145.5972048,15.05560893,18.84190035,18.47260034,34.96280065,18.04400031,19.00420033,10.53940017,11.0999002,21.62370037,3.414600052,19.90230032,19.64770034
3774,AGU-00079,145.5690495,14.84715686,139.3540025,108.5060018,132.7597023,105.2447018,123.7017022,111.6277019,91.04500157,106.5380017,107.0348018,106.0907018,107.2583018
3785,AGU-00064,145.5306025,14.83408235,136.9122025,105.4756017,129.6524022,105.6282018,115.9148021,111.4534019,86.95050149,103.6925017,93.77370156,99.31970169,98.11440167
3717,SAI-00411,145.7469072,15.25505648,34.31780062,53.59750094,42.91250076,31.37100057,42.35120074,30.17560055,36.11620066,37.17100064,43.86580076,58.55290104,62.92160114
3714,SAI-00142,145.7353183,15.25651803,43.92680076,61.38560107,52.08880091,34.99500064,53.77910095,34.71920062,47.23300087,47.24120081,49.90250088,66.06340118,76.11540137
3715,SAI-00298,145.7594328,15.25353634,25.69830045,43.15470077,32.85380059,24.87730046,33.85360057,25.52520048,28.75140052,29.80250052,36.41860062,45.2499008,49.25880086
3742,ROT-00201,145.1361301,14.14465087,28.5584005,32.64870054,43.04550072,23.92080039,25.85260047,16.29240028,17.5150003,27.96870048,17.95860033,37.63820064,37.95030065
3745,ROT-00176,145.1960068,14.17565955,38.88310066,51.63260086,50.43380088,29.06500049,42.60100076,26.7490005,33.56590058,39.20700067,40.5326007,57.68300098,63.30770113
3757,TIN-00078,145.613193,15.07505151,17.51100032,17.34080032,31.74800058,15.72300025,17.01790029,10.16090016,10.94420019,19.81350035,3.138500049,18.9811003,18.13830032
3777,AGU-00086,145.536134,14.84943263,134.5949024,100.0290017,126.9971022,104.1923018,111.726002,110.1411019,84.81350146,101.8681016,89.6478015,93.65220161,91.92900156
3784,AGU-00105,145.5371264,14.84585054,135.3598024,101.5392017,127.3277022,104.3545018,113.046602,110.5002019,85.26080147,102.3945016,90.68720152,95.60660164,94.1089016
3716,SAI-00417,145.7533355,15.25482883,31.43740056,50.49480089,39.4946007,29.25670053,39.83540069,28.65140053,32.80990059,34.7717006,42.08650073,54.90330098,59.18180106
3722,SAI-00100,145.706365,15.24833067,48.13150083,63.15160109,58.94670103,36.87130067,57.03790099,37.35220066,48.9704009,51.16780087,51.10500089,68.26100121,79.63850142
3778,AGU-00103,145.5381751,14.84304294,136.0045024,103.7323017,128.2768022,104.8580018,114.344502,111.0559019,85.89970148,102.9110016,91.97870153,97.48260166,96.26950164
3791,GUA-00189,144.7757075,13.34326406,104.3188018,96.7283017,96.19020168,89.39970156,105.0148018,101.6859017,84.05680148,85.21710143,98.07210162,85.18050148,85.21420149
3787,GUA-00361,144.892803,13.50471142,84.15540149,67.77250118,72.86240125,75.60380131,76.92890134,87.50220142,61.84970107,64.57400106,69.75350116,58.90520103,51.0852009
3789,GUA-00468,144.8219563,13.44205476,28.8190005,18.89000034,20.26410032,19.14610033,14.01060025,19.2398003,10.25050018,12.43190021,11.56260018,9.664100164,10.41000019
3796,GUA-00083,144.899066,13.5064225,92.58220161,72.08190126,80.94780138,78.83920136,83.07710145,90.53270148,65.83120114,70.23430116,72.2007012,61.80350108,58.62990104
3779,AGU-00095,145.5428066,14.8367286,138.6084025,108.2952018,131.4045022,105.6485018,121.1122022,112.5855019,88.30220151,105.7553017,100.8798017,101.9880017,101.6681017
3725,SAI-00400,145.7490979,15.25531992,34.31780062,53.59750094,42.91250076,31.37100057,42.35120074,30.17560055,36.11620066,37.17100064,43.86580076,58.55290104,62.92160114
3790,GUA-00617,144.7767706,13.37275445,101.9721018,91.99430162,93.75860163,86.6414015,101.3102018,100.1301016,82.15830145,83.2329014,93.29200153,82.08080144,81.85640144
3697,GUG-00092,145.8345876,17.32012818,33.64180058,46.95060083,53.32550091,37.69790065,39.93480067,34.51860068,31.24880049,43.28420074,28.33630051,56.92540105,57.85350101
3696,GUG-00109,145.8317723,17.31486635,17.8622003,17.96150028,32.43310055,21.26040037,15.43040025,6.828100119,11.02990018,22.21640036,6.823400126,27.36860052,26.43310046
3543,PAG-00215,145.8091287,18.12878067,134.7000022,133.6120023,141.9674024,106.9980019,137.9507024,127.7557022,106.5463019,127.9847022,122.2324021,130.4331022,125.3940022
3546,PAG-00186,145.7966605,18.16703534,135.2516023,146.6228025,146.2027025,117.182102,141.5453025,129.4212023,117.410602,132.8381022,131.4950022,147.2733025,137.1625025
3558,PAG-00097,145.7386626,18.0547035,106.1260018,87.52380145,116.890802,80.90280138,104.7687019,90.08550157,71.81420127,95.7925016,84.96990144,83.53460137,76.24830134
3805,GUA-00368,144.9404961,13.56236575,106.7017019,100.0982017,99.37530173,91.02850159,107.3542019,106.4959017,87.71590153,89.18880151,102.9721017,91.4872016,92.53070162
3803,GUA-00129,144.9624264,13.5999834,119.1364021,109.3966019,109.7262019,99.49960176,112.321402,109.6029018,92.2199016,94.3168016,106.8723018,103.5272018,101.4513018
3797,GUA-00348,144.879471,13.4890816,76.32380132,57.75080099,65.28530109,68.71350118,65.85430115,78.79410128,50.88170088,55.0533009,59.57080098,48.94780087,37.35780068
3807,GUA-00241,144.9516656,13.60211818,111.069502,105.8147018,104.3278018,97.88890173,108.6683019,104.0014017,91.9693016,92.49770157,106.7412018,102.3875018,97.01050169
3811,GUA-00607,144.848981,13.64638084,23.09010042,27.96820052,28.89610051,19.34570038,23.93740044,9.068400168,15.1457003,19.03920033,20.17550034,27.71460046,27.60290046
3826,GUA-00333,144.6973016,13.24042104,52.86270093,35.48850061,49.07420084,51.12540092,34.4959006,56.86800093,29.72780052,33.94180056,33.69340055,25.22200044,25.20790046
3827,GUA-00454,144.6864547,13.24060628,45.67180082,28.46370051,42.33960072,42.09990075,27.70780049,43.43340072,22.66810039,24.4103004,24.69650041,19.48170034,19.83630037
3562,PAG-00204,145.710798,18.0542026,23.05360038,21.34610038,30.47950052,22.87620037,17.74910031,8.820000161,13.47730023,23.87460037,10.86270019,32.44200051,28.63940051
3528,PAG-00155,145.7517679,18.09795446,18.4251003,17.67690033,18.53110031,15.89970024,12.06510021,6.706100127,12.09630021,17.41680028,10.10140017,30.16730047,26.93090048
3808,GUA-00153,144.9305082,13.60228272,99.4103017,100.4393017,97.58840171,91.98870164,102.8145018,99.76400162,87.69580153,88.37650149,102.3396017,98.62820173,92.22020162
3804,GUA-00269,144.9357235,13.54195003,110.9074019,101.5967018,102.9304018,92.25200161,109.4490019,107.8692017,88.14070153,90.14720153,103.3515017,92.83200162,95.16750168
3837,GUA-00117,144.7336927,13.48459192,13.99430024,12.62440023,16.43990028,10.6665002,7.388100131,4.86650009,5.674700098,11.8588002,4.956700088,16.27920028,15.68860027
3839,GUA-00391,144.7967865,13.51285804,11.79200022,8.606800156,14.06800024,8.750100172,5.01320009,2.34350005,3.885600065,7.858500132,3.291500056,12.95790022,11.8106002
3824,GUA-00228,144.7150304,13.24185837,87.52430154,63.8402011,80.26420137,76.78250132,75.62550133,83.60350136,57.872901,62.79490102,65.35070109,56.54450099,46.71960084
3825,GUA-00644,144.7021657,13.24182174,50.09070089,32.82410057,46.6525008,47.98290085,31.87000055,52.79670087,27.04290047,31.02750051,30.93370051,22.49420039,22.92440042
3841,GUA-00467,144.8344109,13.59703825,11.81490022,7.821000142,14.68070025,8.863400177,4.902700093,2.023200042,3.21990006,7.690400127,2.797300048,12.89130022,11.21280019
3809,GUA-00253,144.9008731,13.62393242,109.0591019,103.8123018,101.5395018,97.88270173,107.6842019,101.9752017,89.23800156,92.02620155,104.8944017,98.10540172,92.95920163
3828,GUA-00552,144.6646314,13.2394277,40.5108007,24.94660045,37.58630063,34.88950063,22.82310041,34.53440056,16.9319003,20.48260035,19.22660032,16.05370027,17.60600032
3847,GUA-00326,144.7674319,13.49680938,13.83970024,11.81380022,16.48070028,10.4598002,7.131200129,4.075000079,5.252600091,11.29000019,4.566800078,15.53350026,14.89100025
3810,GUA-00199,144.8880506,13.63937021,109.8058019,104.7397018,102.4944018,97.65690173,107.8289019,101.3276017,89.63280157,91.67230155,104.7751017,99.53940174,93.10620163
3819,GUA-00136,144.7741797,13.31161181,107.2454019,98.79950173,99.61810173,91.13810159,107.3264019,105.1169017,85.4587015,88.4652015,101.8144017,90.39180158,91.70350161
3849,GUA-00497,144.8350926,13.60615751,12.21500023,7.935500144,14.79620025,8.99770018,5.000800094,2.052800043,3.305800062,7.775300128,2.89730005,12.97520022,11.45200019
3820,GUA-00527,144.7686773,13.29369172,110.9543019,100.2347018,103.1966018,92.20250161,109.0737019,106.5648017,86.47250151,89.31340151,102.2947017,91.1500016,93.95080165
3822,GUA-00470,144.7140063,13.24405015,50.09070089,32.82410057,46.6525008,47.98290085,31.87000055,52.79670087,27.04290047,31.02750051,30.93370051,22.49420039,22.92440042
3823,GUA-00579,144.6935272,13.24169174,45.52530082,28.46370051,42.25370072,42.09510075,27.70780049,43.43340072,22.66810039,24.3426004,24.69650041,19.46970034,19.83630037
3821,GUA-00343,144.7479111,13.26884592,108.2796019,93.42790165,99.73320172,89.03130153,104.2635018,100.8087016,82.18760145,84.65660142,93.29200153,82.94630146,85.23200151
3529,PAG-00220,145.7553248,18.1279558,16.36740028,18.59550034,27.24220046,19.59090033,14.58760025,7.140000129,10.79660019,19.72180031,8.56420015,29.96310047,25.84750046
3547,PAG-00243,145.8059322,18.16064489,140.4894023,147.9491025,143.9815024,118.647002,143.4804025,130.4406023,117.711302,132.9420022,131.4108022,139.3068024,132.8127024
3806,GUA-00107,144.9582105,13.59466013,116.372902,108.1825019,105.8833018,97.67170172,111.6847019,109.1900018,92.05750161,93.49610158,106.2897018,95.67650167,97.00930171
3838,GUA-00390,144.7595535,13.48378072,12.92610021,11.98570022,15.80490028,10.4323002,6.830600121,4.056900078,5.453800095,11.04270019,4.759600083,15.53310026,15.07770025
3798,GUA-00214,144.8415725,13.45801659,95.79820166,76.01620132,83.53910143,80.04160138,85.42760147,93.72940153,71.47150123,74.45960124,75.61590124,66.46440117,65.44400118
3799,GUA-00488,144.8061635,13.42613267,100.2169018,85.83890151,91.31520158,84.07250145,93.72030163,98.75000161,75.94690131,80.92440135,85.72410141,77.75340136,77.38910136
3800,GUA-00436,144.7807065,13.39291871,100.4422018,88.89260157,92.14070161,85.12750147,98.91030172,99.41210162,78.59150137,82.13650138,89.79310148,79.9004014,80.42310142
3801,GUA-00595,144.7756377,13.35060921,103.7020018,96.02760169,95.87780167,88.89540156,104.3044018,101.2709017,83.71470148,84.78470142,97.3965016,84.49480147,84.16530147
3946,GUA-00213,144.93866,13.60156,99.5231017,100.5691017,98.09580172,91.99120164,103.0763018,99.81490162,87.83640153,88.3211015,102.5588017,99.97950175,93.45350164
3951,GUA-00471,144.90202,13.62323,109.0751019,103.8123018,101.6614018,97.88270173,107.6970019,101.9839017,89.23800156,92.04410155,104.9477017,98.30200172,93.11080164
3897,GUA-00097,144.80977,13.55917,14.17910025,10.89360021,17.2556003,10.3832002,6.989500131,3.380400067,4.868700087,10.46610017,3.990300065,14.56770025,13.86860023
3904,GUA-00687,144.79985,13.51904,11.72820022,8.131200147,13.73880024,8.574100167,4.637200082,1.992800044,3.472600063,7.432500123,3.079500052,12.79900022,11.5744002
3907,GUA-00682,144.79274,13.51244,13.02880023,9.67700018,15.27370026,9.563800184,6.166300109,2.90800006,4.475900079,9.308500156,3.885600066,13.67790024,12.38180021
3911,GUA-00180,144.80107,13.52689,11.82510022,7.983700145,13.62640023,8.63200017,4.584500081,1.976900043,3.452800062,7.502100123,2.96780005,12.79630022,11.47490019
3900,GUA-00358,144.8019,13.53765,13.78830025,10.4551002,16.23020029,10.16670019,6.61620012,2.991300061,4.637500085,10.06170017,3.934300066,14.21590024,13.58390023
3920,GUA-00380,144.73404,13.48339,13.51520023,12.61180023,16.19510028,10.6568002,7.353000129,4.808900088,5.674700098,11.7384002,4.956700088,16.20850028,15.68860027
3919,GUA-00638,144.75113,13.48386,13.21310022,12.29570023,16.00600028,10.5571002,7.027400122,4.509500084,5.576100097,11.24550019,4.838500083,15.86600027,15.33750026
3914,GUA-00247,144.63315,13.46391,21.52780039,21.77220038,28.2163005,16.71710033,16.99650031,9.035300161,14.26600026,17.3547003,13.04770022,23.8221004,25.03440042
3932,GUA-00255,144.6387,13.22989,57.93260103,38.15100067,57.93730099,54.43050097,35.69090062,54.0906009,28.7111005,37.29500062,33.25450055,33.96370059,33.4084006
3898,GUA-00294,144.80615,13.5451,13.66480024,9.785100181,15.96000028,9.828800189,6.410600118,2.92710006,4.616000084,9.61690016,3.885600066,13.85950024,12.44930021
3915,GUA-00262,144.65547,13.46857,17.87450031,19.97940035,21.23360036,14.24040029,12.31770021,7.814900141,12.04450021,14.72740025,11.59710021,20.76560034,20.60720034
3960,GUA-00746,144.91382,13.60756,102.2408018,101.8338018,99.60860175,95.78140169,105.3794018,101.7181017,89.22650155,91.10920154,104.3132017,97.80200172,92.26320161
3909,GUA-00675,144.80147,13.52447,11.16260021,7.514600137,13.37960023,8.382300165,4.335500076,1.926600042,3.026300055,7.28890012,2.797300048,12.68450022,10.95430018
3926,GUA-00378,144.64045,13.34883,8.143200154,2.229600042,14.01440024,4.773400091,4.614700093,1.47490003,0.567000012,5.648700089,0.651500009,10.14110017,10.71090017
3924,GUA-00123,144.63492,13.35948,16.88610029,6.243900115,23.64510039,10.47680019,8.846100175,2.269100047,1.651800029,9.05120015,1.852500028,12.98890022,14.63120025
3930,GUA-00177,144.65703,13.2803,14.90870026,4.322800079,22.00180037,8.287800152,8.093500161,2.044600041,0.938000019,7.692500126,0.84380001,11.9624002,13.83560024
3885,GUA-00197,144.83345,13.58741,11.93010022,7.935500144,14.55930025,8.885400175,4.816500091,1.957600043,3.278800061,7.734400127,2.89730005,12.90900022,11.40380019
3881,GUA-00157,144.85518,13.65597,111.2685019,104.1751018,111.801602,99.31930176,109.5652019,100.4461017,88.30500155,95.4563016,101.6052017,101.2017017,97.77870169
3935,GUA-00205,144.65436,13.29017,15.27600026,4.264700081,22.90390038,8.342700151,8.295900165,2.090000042,0.866000016,7.631800123,0.722300009,11.8199002,14.25150024
3883,GUA-00219,144.83389,13.61554,14.68530027,10.9711002,17.99060031,10.72790021,7.42930014,3.547800068,5.01280009,10.63780018,3.990300065,14.77030025,14.05640024
3901,GUA-00700,144.79942,13.53329,13.75400025,10.42550019,16.14520028,10.14440019,6.578700119,2.991300061,4.617200084,10.00650016,3.934300066,14.20120024,13.58390023
3908,GUA-00683,144.79631,13.51716,12.81040024,8.991800164,14.63010025,9.112500178,5.783700101,2.558900055,4.238900075,8.395100141,3.64870006,13.24030023,12.0429002
3917,GUA-00438,144.67242,13.46421,14.60230023,16.14310028,17.45410029,12.27420024,8.332700142,6.258300106,8.203100134,12.79820022,9.194700165,19.11320032,17.9029003
3918,GUA-00311,144.74667,13.48469,13.34130022,12.31460023,16.09990028,10.5998002,7.189400127,4.509500084,5.576100097,11.4506002,4.838500083,15.93250027,15.34780026
3870,GUA-00500,144.70044,13.48076,15.36320027,15.15930027,18.25690031,11.71630023,9.253400164,6.118400108,6.994800121,13.41570023,7.157400127,18.76030031,17.7210003
3867,GUA-00395,144.70807,13.47907,10.62920017,11.92340021,11.0139002,9.18800018,5.195600089,4.470400081,5.8396001,8.865700157,5.139000088,15.57470026,12.97340022
3902,GUA-00693,144.80119,13.52121,11.05920021,7.514600137,13.31740023,8.354800163,4.335500076,1.926600042,3.006400054,7.23400012,2.797300048,12.67050022,10.95430018
3910,GUA-00678,144.79974,13.53116,13.70910025,10.41250019,16.02980028,10.06780019,6.546100117,2.991300061,4.596900083,9.982700163,3.934300066,14.20120024,13.56910023
3916,GUA-00352,144.6478,13.46866,19.59830035,21.04120036,22.94040039,15.0251003,13.59070024,8.247500154,13.03000023,15.54740027,12.76820022,22.06580037,21.26040035
3869,GUA-00178,144.69896,13.47812,14.95540026,14.28440025,17.6796003,11.41200022,8.610900147,5.743700103,6.653300113,12.84590022,6.025500116,17.86350029,17.15630029
3851,GUA-00150,144.6536405,13.29941958,14.94150025,3.813800074,22.89100038,8.015500143,8.289300166,2.127700043,0.763900014,7.564800121,0.651500009,11.47830019,14.39220024
3853,GUA-00601,144.6466334,13.36352195,0,0,0,0,0,0,0,0,0,0,0
3868,GUA-00410,144.69709,13.47,13.63080023,12.90290023,16.37030028,10.71140021,7.523900132,4.952900091,5.8785001,11.7328002,5.139000088,16.57200028,16.00030027
3852,GUA-00167,144.6408575,13.33483488,13.92930022,3.101100058,20.92470035,6.635100114,8.022400163,2.322000041,0.589000013,7.187500112,0.014900001,5.103900081,12.17010021
3921,GUA-00559,144.73047,13.48282,13.51520023,12.61180023,16.19510028,10.6568002,7.353000129,4.808900088,5.674700098,11.7384002,4.956700088,16.20850028,15.68860027
3965,GUA-00755,144.92049,13.60331,99.6334017,100.5402017,96.95030171,92.91840165,102.8941018,100.1939016,87.56520153,88.6397015,102.4507017,96.9435017,91.3322016
3975,GUA-00306,144.87572,13.65253,112.704002,105.7564019,108.3667019,98.94750175,108.3236019,101.5568017,89.87810158,94.8226016,103.9767017,101.3956018,98.46810172
3927,GUA-00267,144.64233,13.3701,12.57490023,4.500000079,20.38870035,8.687000163,7.001700139,1.820400033,1.06110002,8.281500134,1.090200016,12.2146002,12.88220021
3886,GUA-00503,144.82872,13.57768,12.56310023,8.75370016,15.14570026,9.097100177,5.292800102,2.144500049,3.861800069,8.090700132,3.143600054,13.06750023,11.8749002
3890,GUA-00498,144.83391,13.60023,12.27400023,8.110400146,14.82010025,9.079900181,4.973100093,2.044300042,3.402000064,7.815200129,2.90370005,12.96160022,11.54940019
3880,GUA-00093,144.8434,13.6373,15.73560028,12.50100023,19.15200034,11.47790022,8.43910016,4.357500082,5.911100106,12.29120021,4.759600083,16.45200027,15.51640026
3933,GUA-00435,144.64003,13.24092,20.43920035,8.661300164,25.73800043,11.80880021,10.1820002,6.86890011,2.081100037,10.37840017,2.38930004,13.55310023,16.47260028
3948,GUA-00737,144.91199,13.60634,101.0717017,101.8277018,98.12350173,94.70200167,104.3171018,101.2579016,88.40110154,90.69770153,103.6154017,97.64410171,92.89420163
3947,GUA-00729,144.93327,13.60202,99.3095017,100.2520017,97.54500172,91.86870163,102.7846018,99.64160162,87.63260153,88.08250149,102.2960017,99.12430173,92.40470162
3899,GUA-00569,144.80457,13.54059,13.61970024,9.765900181,15.83240028,9.814200188,6.339600116,2.91730006,4.595500084,9.59390016,3.885600066,13.84400024,12.42410021
3903,GUA-00424,144.80119,13.52121,11.05920021,7.514600137,13.31740023,8.354800163,4.335500076,1.926600042,3.006400054,7.23400012,2.797300048,12.67050022,10.95430018
