"","REGION","ISLAND","STRATA","YEAR","TotFish","Acanthuridae","Albulidae","Aulostomidae","Balistidae","Belonidae","Carangidae","Carcharhinidae","Chanidae","Congridae","Dasyatidae","Diodontidae","Echeneidae","Ephippidae","Fistulariidae","Ginglymostomatidae","Haemulidae","Holocentridae","Kyphosidae","Labridae","Lethrinidae","Lutjanidae","Monacanthidae","Mullidae","Muraenidae","Myliobatidae","Ophichthidae","Oplegnathidae","Scaridae","Scombridae","Serranidae","Sphyraenidae","Sphyrnidae","Stegostomatidae","Tetraodontidae","UNKNOWN","n"
"138","PRIAs","Jarvis","Forereef",2008,0.00132538997611265,0.000653866565671029,0,0,0,7.669339310554e-06,0.000422939337879349,0.000402624980269244,0.000176761740650499,0,4.5766863330545e-06,0,0,0,0,0,0,0,0,4.5766863330545e-06,0,0.000171277088916394,0,0,0,4.5766863330545e-06,0,0,6.03886824136772e-05,8.96210374057273e-06,1.51021816838352e-05,0.00149973875813171,7.00483835300621e-05,0,0,0,7
"139","PRIAs","Johnston","Forereef",2008,0.000233247892630449,6.36340494194484e-06,0,3.26872599292876e-05,0,0,8.8316837967039e-05,0.000205846109939689,0,0,0,0,0,0,3.21591534516395e-05,0,0,0,0,0,0,1.98305035087542e-05,0,0,4.2656725593672e-06,2.45949354184284e-05,0,0,4.2656725593672e-06,0,0,0,0,0,0,0,8
"140","MHI","Kauai","Forereef",2008,4.89807970047791e-05,1.08039540242284e-05,0,5.04775612531637e-06,0,0,2.54898208224052e-06,3.03293314126699e-06,6.72365145925995e-06,0,0,0,0,0,2.46154409572781e-06,0,0,0,0,0,0,1.92342403801401e-05,0,0,4.18990682321164e-06,2.54898208224052e-06,0,0,3.86934249858593e-05,0,0,2.27703033485897e-06,0,0,0,0,18
"141","PRIAs","Kingman","Forereef",2008,0.000429543771515021,4.30402709302636e-05,0,5.89000521107702e-06,0,0,0.0003670153677877,0.000171307644704835,2.39897081926693e-05,0,0,0,0,0,6.23545898329173e-06,0,0,0,0,0,1.43614262285305e-05,7.44911866572125e-05,2.95405176615136e-06,0,0,2.446915763653e-05,0,0,0.000105586301751234,0,1.08776155997565e-05,0.000214744861064352,1.19110148951363e-05,0,0,0,12
"142","NWHI","Kure","Forereef",2008,0.000157154905082059,1.95966636999644e-05,0,0,0,0,0.000151351733071725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70946405172366e-05,0,4.8907185421904e-06,6.56945446035932e-06,1.43999044871088e-05,4.9911217314729e-06,3.18866810144363e-05,7.68467191351315e-05,0,1.14977723479168e-05,0,0,0,0,0,8
"143","MHI","Lanai","Forereef",2008,7.90875803104343e-05,6.97001846910015e-05,0,1.08827089886176e-05,0,0,2.26113138161423e-05,0,3.1822104167828e-06,0,0,2.75769449729799e-06,0,0,3.1822104167828e-06,0,0,0,0,0,0,6.98635144671184e-06,0,0,0,4.43463915868447e-06,0,0,8.33324414912158e-06,0,2.98845911443383e-06,0,0,0,0,0,12
"144","NWHI","Laysan","Forereef",2008,0.000109389114969657,4.41236778983688e-05,0,0,0,0,4.59332390704315e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55745648814575e-05,2.17334765658302e-05,0,0,1.28659527754904e-05,1.13936412203644e-05,0,5.36329396461375e-05,2.80023452765804e-05,0,0,0,0,0,0,0,4
"145","NWHI","Lisianski","Forereef",2008,3.53583605426292e-05,0,0,6.06877782866745e-06,0,0,2.76970457863021e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17923271294939e-05,0,0,0,5.62095010007365e-06,0,0,0,0,0,0,0,0,0,0,8
"146","NWHI","Maro","Forereef",2008,6.61705878655428e-05,2.41187235835735e-05,0,4.91519945770675e-06,0,0,1.71186128568713e-05,5.32414518869492e-06,0,0,0,0,0,0,4.87183687403792e-06,0,0,0,0,4.91519945770675e-06,2.45759972885338e-05,1.7709025684319e-05,0,0,0,1.69970700845048e-05,0,3.50557169437894e-05,9.80222897523535e-06,0,0,0,0,0,0,0,10
"147","MHI","Maui","Forereef",2008,4.717067922272e-05,1.07579118581834e-05,0,3.84690169663213e-06,0,0,1.90630727365296e-06,0,0,0,0,1.77797749570268e-06,0,0,5.91255786195898e-06,0,0,0,0,0,0,8.83241012381871e-06,0,0,3.35373485477372e-06,3.37251062168919e-06,0,1.90630727365296e-06,4.26050946030562e-05,0,2.29117494549546e-06,1.63539923120606e-06,0,0,0,0,26
"148","NWHI","Midway","Forereef",2008,0.000420436236520701,0.000117360143890917,0,5.80610419922885e-06,0,0,0.0001312481292121,1.38574777179092e-05,0,0,0,0,0,0,0,0,0,0,3.74130183877926e-05,4.57501364793172e-06,0,5.62604213342204e-05,9.35325459694814e-06,8.74233093683179e-06,4.62841707484586e-06,4.67662729847407e-06,3.99956972182581e-06,3.70021738639033e-05,0.000142293687962393,0,1.40298818954222e-05,0,0,0,0,0,10
"149","MHI","Molokai","Forereef",2008,0.000107693705134087,1.02362270736003e-05,0,0,0,0,9.12949429084851e-06,0,0,0,0,0,0,0,7.92653077779414e-06,0,0,0,0,0,0,8.22650396277437e-06,0,0,5.57049523876169e-06,3.33676975165611e-06,0,0,9.05473436852068e-05,0,0,0,3.96326538889707e-06,0,0,0,12
"150","MHI","Niihau","Forereef",2008,0.000123917467908321,3.25786965749345e-05,0,5.45812894470955e-06,0,0,2.3734904279373e-05,1.34213642318738e-05,0,0,0,0,0,0,7.18355668462887e-06,0,0,0,0,0,3.43130037157357e-06,1.0786662904825e-05,3.28738829624867e-06,3.21487070693992e-06,2.54376036742817e-06,1.78792707146722e-05,0,0,7.0574297209576e-05,0,0,0,0,0,0,0,14
"151","MHI","Oahu","Forereef",2008,3.41403553000278e-05,1.8975621028204e-06,0,1.84820915480798e-06,0,0,3.235049859312e-06,4.25940707284214e-06,1.6456441788963e-05,0,2.0447003676844e-06,0,0,0,7.84168235555184e-06,0,0,0,0,1.8975621028204e-06,0,2.12176029617262e-06,0,0,3.50346478335972e-06,7.35388386540049e-06,0,0,1.41502394181516e-05,0,0,0,0,0,0,0,20
"152","SAMOA","Ofu & Olosega","Forereef",2008,0.00012442857050791,1.91299073411782e-05,0,0,5.79749592684734e-06,0,1.3639452826541e-05,5.87438404968716e-06,0,0,0,0,0,0,5.6069398118749e-06,0,2.76802220514225e-06,0,6.29269213801027e-06,5.34660508713772e-06,3.36719244579747e-06,7.21715530076408e-05,0,0,0,2.80346990593745e-06,0,0,6.0542076696194e-05,2.82714354443179e-06,4.57940731012507e-06,2.50610609086455e-05,0,0,4.62958523629464e-06,0,13
"153","PRIAs","Palmyra","Forereef",2008,0.000327787740016067,2.00652479096029e-05,0,0,4.67997638826494e-06,2.19215158943128e-06,1.45621232975981e-05,0.000124090780349418,0.00023580488273477,0,0,0,0,0,0,0,0,0,0,3.18249631830601e-05,6.96186113539988e-05,7.39707632505396e-05,2.57974293230284e-06,0,0,1.20961516713627e-05,0,0,2.79310119739307e-05,0,5.63090518543724e-06,6.46775801458494e-06,1.47080185903927e-05,0,0,0,20
"154","NWHI","Pearl & Hermes","Forereef",2008,0.000514471007363963,0.000239596670995296,0,3.80031954558206e-06,0,0,0.000172434194583977,1.93351499268277e-05,0,0,0,0,0,0,3.80141663286941e-06,0,0,0,0,2.25746606712871e-06,1.82435266054514e-05,9.40018081549959e-05,0,0,2.9681273377932e-06,3.51707442603647e-06,0,3.09398945221223e-05,1.47242533008849e-05,0,0,0,0,0,0,0,18
"155","SAMOA","Rose","Forereef",2008,0.000686334875362561,9.74727370487748e-06,0,0,0,0,9.08727217613103e-05,1.06294355574218e-05,3.68526736719093e-06,0,0,0,0,0,1.25011106111127e-05,0,0,0,0,4.75093193571813e-06,0,8.43657771538649e-05,0,0,0,0,0,0,2.87843499181791e-05,3.9982007581668e-06,0,0.000628807180968113,0,0,0,0,11
"156","SAMOA","Swains","Forereef",2008,0.000612245193974646,8.48201756648407e-05,0,0,0,0,0.000297363551819734,1.20886056349312e-05,9.82103060591676e-06,0,0,0,0,0,2.19643134440876e-05,4.91051530295838e-06,0,0,0,1.51784460795088e-05,4.91051530295838e-06,3.31279869437506e-05,0,0,5.00408115956589e-06,0,0,0,2.28059000823768e-05,0,0,0.000511298042372459,0,0,0,0,9
"157","SAMOA","Tau","Forereef",2008,0.000248378921956074,1.97497828235887e-05,0,0,4.94768828762185e-06,0,0.000192711102033498,2.29099756325485e-05,0,0,0,6.83753900791139e-06,0,0,0,0,1.47125025771378e-05,0,0,7.65862159282436e-06,0,6.38424707134847e-05,0,0,0,1.05699952361541e-05,0,0,5.31101171873254e-05,6.73476863268675e-06,8.94350872017451e-06,7.57472993527467e-05,0,2.93072234436915e-06,0,0,15
"158","SAMOA","Tutuila","Forereef",2008,7.36367349206765e-05,1.04731468508004e-05,0,1.58483633396006e-06,2.37279015991898e-06,0,5.54048136369827e-05,3.07752928678729e-06,0,0,3.03832688981713e-06,1.41467737901414e-06,0,1.397725898121e-06,1.06760556774178e-06,0,4.66640649548717e-06,0,2.4044639370843e-06,4.08899434988031e-06,9.24814759093579e-07,1.09443916840495e-05,0,0,0,7.08539241630547e-06,0,0,2.61923119225899e-05,1.67291045945999e-06,5.0108605356015e-06,7.8098780688025e-06,0,0,1.7534886093274e-06,0,44
"159","MARIAN","Agrihan","Forereef",2009,0.000218591718320742,3.3293568044373e-05,0,0,8.07979661161153e-06,0,0.00011512312487817,0.000107277181808549,0,0,1.99871590153312e-05,3.95691134045112e-06,0,0,3.71842798295118e-06,3.95691134045112e-06,4.36142107647757e-06,0,0,0,0,6.98857261917437e-05,0,0,0,0,0,0,3.05529276816749e-05,8.85214471148606e-06,0,3.21383208092621e-05,0,0,6.15670625901422e-06,0,11
"160","MARIAN","Aguijan","Forereef",2009,2.17868220123649e-05,0,0,0,0,0,0,1.05027098443897e-05,0,0,0,1.08521700574378e-05,0,0,0,0,0,0,0,0,0,7.77150374254107e-06,0,0,0,1.50097549329597e-05,0,0,0,7.77150374254107e-06,0,0,0,0,0,0,5
"161","MARIAN","Alamagan","Forereef",2009,9.52376907777367e-05,5.81269805092768e-05,0,0,7.38062161166267e-06,0,7.0904608820891e-05,2.98633439036251e-05,0,0,9.20289358501926e-06,0,0,0,7.67481408104015e-06,9.48354686747406e-06,7.31345750394343e-06,0,0,0,0,4.27418039617536e-05,8.07212001533651e-06,0,0,0,0,0,2.85920044012457e-05,7.31345750394343e-06,0,0,0,0,7.38062161166267e-06,0,6
"162","MARIAN","Farallon de Pajaros","Forereef",2009,0.00226361630231182,2.95347011005603e-05,0,0,0,0,0.00236763999652871,7.09079308236652e-05,0,0,2.68128067877704e-05,0,0,0,0,3.22172888493225e-05,0,0,0,0,0,9.19080014921511e-05,0,0,0,0,0,0,0,1.58287648743677e-05,0,0,0,0,0,0,3
"163","MARIAN","Guam","Forereef",2009,8.26277620061887e-05,1.12111533953995e-05,0,0,0,0,0,3.36179071281514e-06,0,0,3.58914328338756e-06,2.32665737064739e-06,0,0,0,0,3.72265179303582e-05,0,1.86132589651791e-05,4.53366048163902e-06,0,3.43735337560625e-06,0,0,3.83352163464457e-06,0,0,0,4.65331474129478e-06,2.32665737064739e-06,6.97997211194217e-06,4.25845656132648e-05,0,0,0,0,17
"164","MARIAN","Guguan","Forereef",2009,0.000418206323186641,0.000255269260857366,0,0,1.11837235705456e-05,0,0.00036184552446805,2.80152079504332e-05,0,0,1.40076039752166e-05,0,0,0,2.69926839894808e-05,0,0,0,0,0,0,0.000334408098474201,0,0,0,0,0,0,3.1769793232853e-05,3.78587281448633e-05,0,0,0,0,0,0,4
"165","MARIAN","Maug","Forereef",2009,0.000229475914303431,2.7433843356008e-05,0,0,6.79588165496137e-06,0,0.000188610331324547,1.92004863188595e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73004512317158e-05,0,0,0,0,0,0,1.47301123202321e-05,8.03154068258585e-06,0,0,0,0,0,0,8
"166","MARIAN","Pagan","Forereef",2009,0.000128185723124065,5.29259197168819e-05,0,0,0,0,2.39478585884772e-05,1.65743750941001e-05,0,0,3.01757904047455e-05,3.98464271919454e-06,0,0,0,4.91972951797299e-06,1.3857465041204e-05,0,0,0,0,5.06782321277635e-05,0,0,0,0,0,2.73256374051582e-06,1.26609959610006e-05,7.96432043792252e-06,2.73256374051582e-06,9.3927473799337e-05,0,0,6.19392396608385e-06,0,15
"167","MARIAN","Rota","Forereef",2009,4.06966733308428e-05,1.04204903666898e-05,0,0,0,0,7.18857599559037e-06,1.08762871177629e-05,0,0,4.25026697686152e-06,4.81294683715747e-06,0,0,0,0,0,0,0,1.32641918036551e-05,0,2.6580917609888e-05,0,0,0,4.93249340810824e-06,0,0,9.43784430871696e-06,0,5.19690367404007e-06,0,0,0,8.50053395372304e-06,0,11
"168","MARIAN","Saipan","Forereef",2009,2.89094839004989e-05,2.52086808608169e-06,0,3.09240428593905e-06,4.59502499250867e-06,0,7.04330868821237e-06,3.22160412878631e-06,0,0,5.65376216321211e-06,2.57455906766889e-06,0,0,9.00286223812312e-06,0,2.67620395920938e-06,0,1.13730719278706e-05,5.27773247656852e-06,0,8.25530826180264e-06,4.15848760061995e-06,0,3.95088228015864e-06,5.38418291681967e-06,0,0,7.62051073661463e-06,4.57339559794887e-06,0,0,0,0,3.41981965055352e-06,0,20
"169","MARIAN","Sarigan","Forereef",2009,0.000261052145099491,8.98413200401381e-05,0,0,0,0,1.55247300173818e-05,0.000156018084590345,0,0,0,9.46361560747041e-06,0,0,0,1.94461363265014e-05,0,0,0,2.02781286824858e-05,0,0.000124953035786875,0,0,0,0,0,0,2.8769669568658e-05,1.23904648464406e-05,0,0,0,0,0,0,5
"170","MARIAN","Tinian","Forereef",2009,4.55054024721988e-05,4.22394895312409e-06,0,1.62202382598808e-05,0,0,3.65867704677019e-05,1.25682669837443e-05,0,0,0,6.1513802414409e-06,0,0,0,0,0,0,0,0,0,3.22511491355823e-05,0,0,0,5.91325683447479e-06,0,0,4.22394895312409e-06,4.79545059294999e-06,0,0,0,0,4.47130243008203e-06,0,10
"171","PRIAs","Wake","Forereef",2009,0.000330682293847809,0,0,0,0,0,0.000100987282010336,0.000112816523335684,0,0,0,7.11588819057872e-06,0,0,1.50594703189272e-05,0,0,0,0,2.7182250304502e-05,0,6.44280934020439e-06,0,0,9.0817140903377e-06,2.22666038585481e-05,0,0,0.000208987878704141,0,2.33241138673491e-05,0,0,0,0,0,7
"172","PRIAs","Baker","Forereef",2010,0.000714048583822596,0.000350826171061618,0,0,0,0,4.20151437132889e-05,9.72133583418443e-05,0,0,8.91012799700005e-06,0,0,0,9.54987099028099e-06,0,0,0,0,2.729406791994e-05,3.47863475996201e-05,0.000158083358149175,0,0,0,7.90919730268107e-05,0,0,2.21378759120336e-05,0,1.90644226249076e-05,0.000365160712851068,0,0,0,0,8
"173","NWHI","French Frigate","Forereef",2010,0.000348938714467852,9.01416859450832e-06,0,0,0,0,0.000348505059859848,9.75082778142539e-05,0,0,0,0,0,0,3.66627895494702e-05,0,0,0,0,0,1.29491150507488e-05,8.82525577627335e-05,0,0,0,3.91079175076166e-06,0,0,3.03740136993329e-05,0,0,0,3.7650439542626e-06,0,0,0,14
"174","MHI","Hawaii","Forereef",2010,0.000136796306720882,0,0,5.07397393973882e-06,0,0,2.60775937546848e-06,0,4.07154752653995e-06,0.000136673127394324,0,0,0,0,3.43374774493159e-06,0,0,0,0,0,1.53697290925013e-06,1.12601539998354e-06,0,0,3.8315928563569e-06,1.71964624970896e-06,0,0,2.34096327441734e-05,0,4.19720183497396e-06,0,0,0,0,0,37
"175","PRIAs","Howland","Forereef",2010,0.00135740413089207,0.000630964757628691,0,0,0,0,0.00118124960904217,0.000289709854899144,1.61832351791916e-05,0,6.94002855194135e-06,0,0,0,5.19132330304359e-06,0,0,0,0,8.30409572573928e-06,3.8401399685625e-06,0.000158709714523643,9.27024049177276e-06,0,0,7.76661545913468e-06,0,0,4.77700601413574e-05,0,3.17159504199135e-05,0.000143755662230054,0,0,0,0,10
"176","PRIAs","Jarvis","Forereef",2010,0.0047749802033843,6.75198369577884e-05,0,0,2.15393095054613e-05,0,0.00490766078349685,0.000394119311024242,4.20543921133024e-05,0,0,0,0,0,6.02981094855911e-06,0,0,0,0,2.43261156125258e-05,1.10515820116772e-05,0.000329165898221339,6.02981094855911e-06,0,0,0.000113226001842946,0,0,0.000113485603409406,0,2.09350765366742e-05,0.000193619650356616,0,0,0,0,8
"177","PRIAs","Johnston","Forereef",2010,0.000265236577618582,1.96628247591431e-05,0,2.39330775434768e-05,0,0,0.000137241563010693,8.54044587234785e-05,0,0,0,0,0,0,0.000168960622414647,0,0,0,0,0,0,1.92607521840638e-05,0,0,4.12044044778612e-06,8.26397296199177e-06,0,0,3.84018791846155e-06,0,0,0,0,0,0,0,10
"178","MHI","Kauai","Forereef",2010,2.9761408691174e-05,6.89983225254523e-06,0,1.71598320842714e-06,0,0,1.14140257614948e-05,4.37831858430049e-06,0,0,0,0,0,0,0,0,0,0,0,0,1.84635700601592e-06,1.25408192691366e-05,0,0,2.6812048880924e-06,1.94211923506333e-06,0,0,2.14170869699295e-05,0,2.78646446544232e-06,0,0,0,0,0,21
"179","PRIAs","Kingman","Forereef",2010,0.000518182739309677,4.66448265863205e-05,0,0,0,0,0.00032115885679638,0.000297632886021922,0,0,0,0,0,0,6.00626729215745e-06,0,0,0,0,0,7.9506825757051e-06,0.000124969504570564,0,0,3.91872959275454e-06,4.01840579053543e-06,0,0,0.000236282310168656,0,1.09610263608651e-05,0.000168214423950307,0,0,0,0,13
"180","NWHI","Kure","Forereef",2010,0.000494256893073976,0.000447243737704325,0,6.66745761375735e-06,0,0,0.000118982718928095,1.51353571235104e-05,0,0,0,0,0,0,0,0,0,0,6.20958392387834e-06,1.21985313873145e-05,1.12258065697321e-05,3.20798557620341e-05,0,0,0,6.17176215005311e-06,0,4.26571482597751e-05,0.000194077172651079,0,6.20958392387834e-06,0,0,0,0,0,8
"181","MHI","Lanai","Forereef",2010,9.75795860769241e-06,0,0,3.81054989612371e-06,0,0,0,0,0,0,5.01809632648992e-06,0,0,0,6.04334911777152e-06,0,0,0,0,0,0,4.91655817270136e-06,0,0,5.94022863678748e-06,0,0,0,3.6314332934037e-06,0,3.7423610746065e-06,0,0,0,0,0,10
"182","NWHI","Lisianski","Forereef",2010,9.14785520694785e-05,6.29444579159451e-06,0,0,0,0,6.43174807156238e-05,1.51263960725549e-05,0,0,0,0,0,0,0,0,0,0,0,0,2.09247370788216e-05,3.84289790871613e-05,0,0,0,0,0,0,1.52682163819941e-05,0,0,0,0,0,0,0,7
"183","MHI","Maui","Forereef",2010,3.62979313832952e-05,2.32616415273285e-06,0,1.61150261287476e-05,0,0,3.46677145614232e-06,0,3.66032236671093e-06,0,0,0,0,0,1.22765989729574e-05,0,0,0,0,3.67349573957779e-06,0,4.51226318584697e-06,0,0,3.01584718602278e-06,4.76053656593479e-06,0,0,2.31156331143832e-05,0,4.78477243810532e-06,0,2.25224345571977e-06,0,0,0,20
"184","MHI","Molokai","Forereef",2010,2.20816415919382e-05,0,0,1.7198069552023e-05,0,0,0,0,0,0,0,0,0,0,4.29951738800574e-06,0,0,0,0,0,0,3.93283029792694e-06,0,0,9.64040866314187e-06,0,0,0,0,0,0,0,0,0,0,0,11
"185","MHI","Niihau","Forereef",2010,0.000149536011735236,5.48141874095012e-05,0,1.19902268139322e-05,0,0,8.64190734002856e-06,1.37537031986356e-05,0,0,0,0,0,0,4.81379611952248e-05,0,0,0,0,0,0,9.16935651894307e-06,0,0,6.94563377691928e-06,1.30077149610213e-05,0,0,9.6649053721252e-05,0,0,0,0,0,0,0,7
"186","MHI","Oahu","Forereef",2010,2.64456582208171e-05,0,0,6.99836005944025e-06,0,0,0,0,0,0,0,0,0,0,2.07565271852085e-05,0,0,0,0,0,0,0,0,0,4.81887571714535e-06,3.89701194115463e-06,0,0,4.72054167020451e-06,0,0,0,0,0,0,0,14
"187","SAMOA","Ofu & Olosega","Forereef",2010,0.000194592113664897,6.76861724209602e-06,0,0,4.31105696275859e-06,0,0.000102389460891847,6.16312865274326e-06,0,0,6.89155442465757e-06,0,0,0,0,2.9090231519764e-06,5.94993394932873e-06,0,0,3.28910729517018e-06,1.06810914046364e-05,6.46131207291268e-05,0,0,0,3.11184147404337e-06,0,0,9.13548641795469e-05,3.33555999004935e-06,0,3.28910729517018e-06,0,0,8.95622729688812e-06,0,14
"188","PRIAs","Palmyra","Forereef",2010,0.000359962332328611,3.69289935961352e-05,0,0,1.10751033515453e-05,0,0.000106517805241738,4.25579584398775e-05,0.000236741045161387,0,0,0,0,0,0,0,0,0,0,1.08612975708543e-05,1.19378568651765e-05,0.000176103344167787,0,0,2.46100520067986e-06,1.17712631054441e-05,0,0,8.28307310906901e-05,0,6.9630493921617e-06,0.000139774077863575,2.88533480204333e-06,0,0,0,23
"189","NWHI","Pearl & Hermes","Forereef",2010,0.00028467707155769,9.95427342021889e-05,0,4.90900006225912e-06,0,0,0.000186894780516474,2.58949519050043e-05,0,0,0,0,0,0,1.87305253456048e-05,0,0,0,0,0,9.62397415527932e-06,4.27059348289831e-05,2.29457601836875e-06,0,4.38409687042077e-06,7.51604329994165e-06,0,1.55783218785547e-05,8.91138322260918e-05,2.29457601836875e-06,0,0,0,0,0,0,21
"190","SAMOA","Rose","Forereef",2010,0.000166147399187952,5.2174261345673e-05,0,0,4.32369886089654e-06,0,8.69370526270905e-05,6.38986239322673e-06,0,0,0,0,0,0,8.64739772179308e-06,0,0,0,0,1.01400043908906e-05,5.73304834100274e-06,8.80649943656623e-05,4.14207054798376e-06,0,0,4.58767396203121e-06,0,0,5.94968580765718e-06,8.64061644757096e-06,0,5.15708292320126e-06,0,0,0,0,11
"191","SAMOA","Swains","Forereef",2010,0.00117741329870087,4.4170564830019e-05,0,0,0,0,0.000585255005857648,3.36044421005224e-05,1.43357773450202e-05,0,0,0,0,0,0,0,0,0,0,3.12573330215251e-05,8.26469311945249e-06,0.000157781169579921,8.21737927154801e-06,0,0,0,0,0,7.84295938755502e-05,0,0,0.000756447115796539,0,0,0,0,8
"192","SAMOA","Tau","Forereef",2010,0.000257343489669257,1.2240839878501e-05,0,0,7.70530767770998e-06,0,0.000157258109494435,6.42978347859121e-06,0,0,3.36275393580535e-06,3.59011296079924e-06,0,0,3.81432569242495e-06,0,2.99101761999888e-05,0,0,5.80148498081042e-06,3.33622504542974e-06,3.77929235722513e-05,0,0,0,2.7622111067663e-06,0,0,7.01359978784199e-05,1.07703388823977e-05,5.30092950991775e-06,0.000172050945827756,0,0,3.33622504542974e-06,0,16
"193","SAMOA","Tutuila","Forereef",2010,5.07412178107831e-05,8.39894372784285e-06,0,0,0,0,3.20461202485376e-06,3.69179071236624e-06,0,0,0,0,0,0,8.16940844534713e-06,0,2.76888084164211e-06,0,0,4.38178770393937e-06,1.51194954322426e-06,1.91115288533311e-05,0,0,0,4.35175117493267e-06,0,0,3.8362750602921e-05,0,3.17227531550664e-06,0,0,0,1.74182795755243e-06,0,39
"194","MARIAN","Agrihan","Forereef",2011,0.000296797086071658,0.000138187307321913,0,0,5.54001573575313e-06,0,0.000132899547360608,2.19739382404222e-05,0,0,4.30791418321222e-06,0,0,0,2.17229964286427e-05,6.88986105877071e-06,0,0,0,0,0,9.9730760473393e-05,0,0,0,0,0,0,1.94877761437484e-05,1.91201673481545e-05,1.01726705014599e-05,8.36883455897347e-06,0,0,0,0,10
"195","MARIAN","Aguijan","Forereef",2011,5.82383209622816e-05,9.04364593022617e-06,0,0,0,0,1.95822602566202e-05,1.17452312928737e-05,0,0,1.17850356245599e-05,9.04364593022617e-06,0,0,0,0,0,0,0,0,0,5.41020583318148e-05,0,0,0,0,0,0,2.34904625857475e-05,0,9.04364593022617e-06,0,0,0,0,0,4
"196","MARIAN","Alamagan","Forereef",2011,0.000668580898722074,6.4496495683301e-05,0,0,0,0,0.000678276764262697,5.63369713273366e-05,0,0,1.29233187916941e-05,0,0,0,0,2.58466375833881e-05,0,0,0,1.29233187916941e-05,0,3.18358368657669e-05,0,0,0,0,0,0,7.39740481318609e-05,1.54153810059704e-05,4.13346686154048e-05,0,0,0,1.29233187916941e-05,0,3
"197","MARIAN","Asuncion","Forereef",2011,0.000321191165565717,4.04785669754331e-05,0,0,0,0,5.54073501353932e-05,4.07786056990217e-05,0,0,2.83872524944627e-05,0,0,0,0,0,0,0,0,0,0,0.000154263863477605,1.06059906461152e-05,0,0,0,0,0,2.83542144408404e-05,1.87060554786059e-05,9.53197870342028e-06,0.000112236332871635,0,0,0,0,6
"198","MARIAN","Farallon de Pajaros","Forereef",2011,0.000699365138081091,2.13476091762745e-05,0,0,1.1041305994003e-05,0,0.000798667360523089,5.9784119001724e-05,0,0,6.0395178989159e-05,0,0,0,0,1.42961753581241e-05,0,0,0,0,0,8.96926310137159e-05,0,0,1.42961753581241e-05,0,0,0,1.08658224229698e-05,5.95976598943457e-05,1.08658224229698e-05,0,0,0,0,0,4
"199","MARIAN","Guam","Forereef",2011,9.6050597707716e-05,8.12944665181578e-06,0,3.90358406633e-06,5.25955211526467e-06,0,2.97556800381271e-06,2.84157621696305e-06,0,0,0,2.7302525276043e-06,0,0,1.71377339117674e-06,2.59871966409141e-06,1.71377339117674e-06,0,0,4.17507812112535e-06,0,7.19211515592219e-06,0,0,0,1.83370326921885e-06,0,0,1.40887570133881e-05,4.20092116265267e-06,4.08610682158998e-06,9.78028496605995e-05,0,0,1.8348574116519e-06,0,23
"200","MARIAN","Guguan","Forereef",2011,2.50836414571225e-05,0,0,0,0,0,1.97193917788627e-05,3.47721631570567e-05,0,0,0,0,0,0,1.33481645689525e-05,1.4916882354708e-05,0,0,0,9.69890822760889e-06,0,7.86726973486577e-05,0,0,0,0,0,0,4.31792412128453e-05,0,1.4405242330026e-05,0,0,0,0,0,5
"201","MARIAN","Maug","Forereef",2011,0.000218513955887592,3.30286888451824e-05,0,0,5.08703191541468e-06,0,0.000154633721830121,8.07769402466683e-06,0,0,5.26157365708207e-06,7.5742471108307e-06,0,0,0,0,0,0,0,0,0,7.04797692121129e-05,6.69938216165433e-06,0,0,0,0,0,3.49875053635989e-05,1.42186572754856e-05,0,5.47209876207582e-06,0,0,0,0,9
"202","MARIAN","Pagan","Forereef",2011,7.28182822711977e-05,3.48751574972862e-05,0,0,0,0,1.83184681711241e-05,1.38483469101645e-05,0,0,4.24663717120708e-06,3.56502798700715e-06,0,0,0,4.07348563200758e-06,1.5886631286253e-05,0,0,0,0,3.00820493532435e-05,3.23990963431968e-06,0,0,0,0,0,3.76186754325272e-05,1.20292087268434e-05,6.24001326422461e-06,0,0,0,0,0,14
"203","MARIAN","Rota","Forereef",2011,0.0003156145590542,1.5253109255439e-05,0,0,5.94782286269501e-06,0,0.000167194031571763,1.26208858128583e-05,0,0,0,3.55157570491333e-06,0,0,4.14338262055693e-06,0,6.16920292563411e-06,0,0,9.7188960596784e-06,4.14338262055693e-06,5.33701650572853e-05,3.71772322074229e-06,4.25546683163314e-06,4.14338262055693e-06,0,0,0,8.07353426793597e-05,5.98819391663548e-06,1.46526908390961e-05,2.92193610291727e-05,0,0,5.98819391663548e-06,0,11
"204","MARIAN","Saipan","Forereef",2011,7.31634614436556e-05,3.96447260794344e-06,0,3.1218384834957e-06,1.87277451262362e-05,0,5.60626794500064e-05,2.71678321174625e-06,0,0,7.02567417357074e-06,6.49356254093e-06,0,0,4.76884026458069e-06,0,0,0,0,2.91212063695537e-06,0,8.71318409654577e-06,0,0,6.23870687797431e-06,3.39847844145856e-06,0,0,2.04525763840525e-05,2.72316619086259e-06,5.21489909582815e-06,0,0,0,6.01445578106435e-06,0,16
