"","REGION","ISLAND","STRATA","YEAR","TotFish","Acanthuridae","Albulidae","Aulostomidae","Balistidae","Belonidae","Carangidae","Carcharhinidae","Chanidae","Congridae","Dasyatidae","Diodontidae","Echeneidae","Ephippidae","Fistulariidae","Ginglymostomatidae","Haemulidae","Holocentridae","Kyphosidae","Labridae","Lethrinidae","Lutjanidae","Monacanthidae","Mullidae","Muraenidae","Myliobatidae","Ophichthidae","Oplegnathidae","Scaridae","Scombridae","Serranidae","Sphyraenidae","Sphyrnidae","Stegostomatidae","Tetraodontidae","UNKNOWN","n"
"69","SAMOA","Tutuila","Forereef",2004,0.000212905899334046,2.5176903578578e-05,0,1.36437344064194e-06,3.37512485405898e-06,0,9.64493242991546e-06,4.1757360384324e-06,0,0,1.62649191067201e-06,2.82901166236951e-06,0,1.20316008166791e-05,1.43746555772916e-06,0,1.36437344064194e-06,0,1.55695982621803e-06,6.68270456631481e-06,0,1.48398632824905e-05,0,0,1.62091763491022e-06,3.46711066053012e-06,0,0,5.05393926656139e-05,1.09777483535946e-06,5.10655804126933e-06,0.000193462306855859,0,0,2.0650979481682e-06,0,38
"70","MARIAN","Agrihan","Forereef",2005,0.000221364433087214,7.54832128465816e-05,0,0,1.12059170545463e-05,0,0.00015349447383504,6.13694520671471e-05,0,0,0,0,0,0,0,1.34577488592499e-05,0,0,0,0,0,6.62757389190174e-05,0,0,1.23298852601136e-05,9.10381878617433e-06,0,0,2.89463096692035e-05,0,1.14374656360816e-05,0,0,0,9.10381878617433e-06,0,5
"71","MARIAN","Aguijan","Forereef",2005,0.000146910618860022,5.23261107904364e-05,0,0,1.94958637655978e-05,0,0.000191994652526539,2.31366850685476e-05,0,0,1.06077679483069e-05,1.72804829780084e-05,0,0,0,0,0,0,0,0,0,1.16331877840236e-05,0,0,0,0,0,0,3.08566026970617e-05,9.61145165890174e-06,1.06077679483069e-05,0,0,0,1.72804829780084e-05,0,5
"72","MARIAN","Alamagan","Forereef",2005,0.000173709923057336,8.81692181297196e-05,0,0,2.1397574157051e-05,0,4.67827587117797e-05,8.4648587653132e-05,0,0,0,0,0,0,4.18491199090687e-05,0,0,0,0,2.11522399595665e-05,2.35047213000115e-05,4.96918764812196e-05,0,0,0,0,0,0,5.79660352465973e-05,0,0,1.17523606500057e-05,0,0,2.11522399595665e-05,0,6
"73","MARIAN","Arakane","Forereef",2005,0.00200523861594853,0.00093543421473849,0,0,1.99185204750797e-05,0,0.000816659339478267,2.56832852179914e-05,0,0,1.55614480434605e-05,0,0,0.000119511122850478,0,0,0,0,0,0,0,7.96740819003187e-05,0,0,0,0,0,0,7.45113610626273e-06,0,1.99185204750797e-05,0,0,0,0,0,3
"74","MARIAN","Asuncion","Forereef",2005,0.000307361028618782,8.64664283032967e-05,0,0,0,0,0.000292127188549287,0.000208276588980567,0,0,2.77241037722576e-05,0,0,0,0,1.54933617358613e-05,0,0,0,0,0,6.58515123937127e-05,0,0,1.26176697239379e-05,0,0,9.77966553898428e-06,1.94717288317092e-05,0,0,1.44841872730564e-05,0,0,0,0,5
"75","MARIAN","Farallon de Pajaros","Forereef",2005,0.000173417669878326,1.58201349607709e-05,0,0,1.24687739763903e-05,0,0.000113237434456323,1.37024922647869e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1974338388041e-05,0,0,0,0,0,0,0,0,1.38314659630217e-05,1.35155865973803e-05,0,0,0,0,4
"76","MARIAN","Guam","Forereef",2005,1.15349731348338e-05,2.57315131883365e-06,0,0,0,0,2.55934390079036e-06,0,0,0,0,2.53141257463604e-06,0,0,2.39006660213733e-06,0,0,0,0,4.88108572351332e-06,2.09120747699942e-06,6.34202824601517e-06,0,0,3.61021185881909e-06,0,0,0,0,0,4.75973380610104e-06,2.09120747699942e-06,0,0,0,0,18
"77","MARIAN","Guguan","Forereef",2005,3.97971644242779e-05,0.000128997150403129,0,0,0,0,5.62647716091356e-05,2.81323858045678e-05,0,0,0,0,0,0,0,2.81323858045678e-05,0,0,0,0,0,0,0,0,0,0,0,0,5.62647716091356e-05,0,0,0,0,0,0,0,2
"78","MHI","Kauai","Forereef",2005,3.79232920032068e-05,1.76604000946063e-05,0,0,0,0,4.61679268585697e-06,3.29243539569599e-06,0,0,0,1.80543107835716e-06,0,0,0,0,0,0,0,0,0,1.62813410383699e-05,0,0,0,2.76685475067792e-06,0,5.86198893675618e-06,1.27832716750933e-05,0,1.99021999668935e-06,0,0,0,0,0,21
"79","MHI","Lanai","Forereef",2005,4.31431029827763e-05,1.1225542764573e-05,0,0,0,0,0,5.18820562954813e-06,1.48379085578522e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92108661553892e-05,0,0,0,0,0,0,0,9
"80","MARIAN","Maug","Forereef",2005,0.000381414587115888,6.03585334982727e-05,0,0,7.69561036065862e-06,0,0.000412053010306575,0.00013174785714489,0,0,4.147022113047e-06,5.54232524238242e-06,0,0,0,6.86836197633764e-06,0,0,0,4.147022113047e-06,0,0.000117967067831659,0,0,0,0,0,0,1.50038580180129e-05,5.61040140397914e-06,4.147022113047e-06,0,0,0,0,0,11
"81","MHI","Maui","Forereef",2005,1.68568622190625e-05,3.75394290388481e-06,0,0,0,0,0,0,0,0,0,0,0,0,9.68701696081242e-06,0,0,0,0,0,0,0,0,0,1.21373123438971e-05,0,0,0,6.19332022626371e-06,0,0,0,0,0,0,0,11
"82","MHI","Molokai","Forereef",2005,2.2702507527576e-05,1.33560200349248e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26988693891781e-05,0,1.37765718786926e-05,0,0,0,0,0,7
"83","MHI","Niihau","Forereef",2005,0.000179114868814114,0.000128676617077097,0,0,0,0,2.57808053366207e-05,3.68889466130975e-05,0,0,0,0,0,0,3.63471220516184e-05,0,0,0,0,0,0,1.05208968162419e-05,0,0,4.24250868302663e-06,4.13650669075835e-06,0,0,3.72129820560697e-05,0,0,4.0576272736389e-06,0,0,0,0,14
"84","MHI","Oahu","Forereef",2005,0.0001293503996006,5.05652780891938e-06,0,0,0,0,0.000137263453841739,0,0,0,4.6555364817608e-06,0,0,0,6.72924918489939e-06,0,0,0,2.80348745991796e-05,0,0,1.00420646802743e-05,0,0,1.17277503957144e-05,1.52229359118593e-05,0,0,1.89754874520014e-05,0,0,0,0,0,0,0,14
"85","MARIAN","Pagan","Forereef",2005,0.000258489386782592,1.16175177871548e-05,0,0,1.44830915672085e-05,0,0.00020045407989729,1.23061650628203e-05,0,0,1.008469302119e-05,9.5620794570736e-06,0,0,0,7.13966104756221e-06,4.7810397285368e-06,0,0,4.88805480363937e-06,0,4.12871892160294e-05,0,0,0,0,0,0,3.16961401066637e-05,0,7.58618570506385e-06,0.000123929145401445,0,0,4.20162897232601e-06,0,12
"86","MARIAN","Pathfinder","Forereef",2005,0.000216062587986791,0.000172070593709127,0,0,0,0,0,3.85706814138711e-05,0,0,0,0,0,0,3.07794359721252e-05,0,0,0,0,1.82519331456052e-05,0,4.89118051212721e-05,0,0,0,0,0,0,1.53897179860626e-05,0,0,0,0,0,0,0,3
"87","MARIAN","Rota","Forereef",2005,0.00127581765526942,7.07943093016853e-05,0,0,7.22127537933497e-06,0,1.28652967199988e-05,5.96491168586973e-06,0,0,0,7.17798157762656e-06,0,6.86047297249419e-05,6.288766891453e-05,0,0,0,0,3.1227181619203e-05,0,7.99826711403201e-06,0,0,0,0,0,0,5.15655589070945e-05,1.14341216208236e-05,4.8407627558458e-06,0.00117913009518738,0,0,0,0,11
"88","MARIAN","Saipan","Forereef",2005,0.000545527894010874,1.04404877235475e-05,0,0,5.24771732389506e-06,0,0.000244914873396156,3.25824660865815e-06,0,0,5.0047288265692e-06,6.47808997825586e-06,0,0,9.98369514569146e-06,0,0,0,0,7.87157598584258e-06,0,4.18729631474811e-06,0,0,8.12668753307096e-06,3.00542981858659e-06,0,0,2.66476945201415e-05,0,5.69737161592277e-06,0.000523786225673248,0,0,2.66267616951791e-06,0,17
"89","MARIAN","Santa Rosa","Forereef",2005,8.80656951493111e-05,0,0,0,0,0,0,0,0,0,1.62867580134694e-05,0,0,0,0,0,8.14904713313619e-05,0,0,0,0,1.35817452218936e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"90","MARIAN","Sarigan","Forereef",2005,0.000546237844515089,8.42663352428689e-05,0,0,2.4145443084993e-05,0,0.000573163606959044,2.21520008138518e-05,0,0,0,9.65393953350986e-06,0,0,0,1.19471201402251e-05,0,0,0,0,9.8539176940814e-06,8.11488885963469e-05,0,0,0,0,0,0,4.51195938309553e-05,0,0,0,0,0,0,0,5
"91","MARIAN","Tinian","Forereef",2005,0.000136222431795446,7.93837299347116e-06,0,4.32557371045e-06,8.92146570957723e-06,0,8.65114742090001e-06,3.62911730994131e-06,0,0,5.28513504179763e-06,6.58097132182622e-06,0,0,1.19926677562949e-05,0,0,0,0,6.95492699311447e-06,0,9.51317816505877e-06,3.05755749404295e-06,0,5.05845204929507e-06,0,0,0,1.82144437749815e-05,0,4.37330292935698e-06,0.00014385028000881,0,0,4.00919119477822e-06,0,12
"92","PRIAs","Wake","Forereef",2005,0.00581912145998971,3.14759780798401e-05,0,1.04499136793371e-05,1.04499136793371e-05,0,0.00580872884403949,9.19473653324577e-05,6.15906185591313e-05,0,0,1.04641672581385e-05,0,0,5.4295627193588e-05,0,0,0,0,9.48121853956147e-05,6.47834549352912e-06,2.08998273586742e-05,1.45689133779891e-05,0,1.04499136793371e-05,7.10442967407573e-05,0,0,9.84942486729574e-05,0,1.80588208951423e-05,7.28445668899453e-06,0,0,0,0,6
"93","PRIAs","Baker","Forereef",2006,0.000430150128827243,0.000135263658903758,0,0,1.89244910225397e-05,0,9.70461851030113e-05,8.26748340979187e-05,0,0,0,0,0,0,1.79257206819548e-05,0,0,0,0,0,0,0.000119252971060363,0,0,0,0,0,0,0.00010766756364075,8.69866136944809e-06,5.99422901800619e-05,9.95663218380211e-06,0,0,0,0,6
"94","NWHI","French Frigate","Forereef",2006,0.000137252573120455,3.41906232409771e-05,0,4.91210409179427e-06,0,0,9.31590470762379e-05,1.95584108398746e-05,0,0,0,0,0,0,7.844965664453e-06,0,0,0,0,0,1.19981566142497e-05,3.0567159578952e-05,0,0,0,0,0,0,1.86364263609858e-05,0,0,0,0,0,0,0,8
"95","MHI","Hawaii","Forereef",2006,8.50259711168898e-05,2.88330918189981e-05,0,5.61294950153031e-06,2.0851845407112e-06,0,5.80089013454036e-06,0,1.2859624962086e-06,7.21222919573346e-05,0,2.86380577126707e-06,0,0,2.63771778625504e-06,0,0,0,1.00506335514287e-05,2.0045079675932e-06,3.67282961115833e-06,4.07757742243941e-06,0,1.22363398872246e-06,6.2999158937467e-06,2.25690182594599e-06,0,2.16071293479812e-06,4.43547722101789e-05,0,5.99995485856804e-06,0,1.51956234883674e-06,0,0,0,30
"96","PRIAs","Howland","Forereef",2006,0.000738425132352569,0.000307616766740888,0,0,1.64375812992177e-05,0,0.000348285599160781,0.000329348720499994,0,0,0,0,0,0.000160783577110564,1.91450499291064e-05,0,0,0,0,1.8074739504582e-05,0,0.000251437671443914,0,0,0,6.06643211343537e-06,0,0,3.78277940966934e-05,0.00012545077956661,3.13789921203893e-05,0.000750690792518083,9.03736975229102e-06,0,0,0,6
"97","PRIAs","Jarvis","Forereef",2006,0.00621899510896131,0.000524811341536673,0,2.40657586878764e-05,4.96913041253391e-05,0,0.00582329436537707,0.000597658977531917,0,0,6.96308230632728e-06,1.98892843856907e-05,0,0,4.67974932627142e-06,0,0,0,0,1.0510203223111e-05,8.6670878907142e-06,0.00014309163803746,8.82503182402764e-06,0,6.09263071262843e-06,1.21363934481708e-05,0,0,7.37421541586335e-05,0,2.60874966690961e-05,0.00121620143811452,3.4374398202644e-05,0,0,0,9
"98","PRIAs","Johnston","Forereef",2006,0.000211451697043943,8.22950800266317e-06,0,1.81140713548974e-05,0,0,0.000106067495978256,0.000190910871487785,0,0,0,0,0,0,3.9079928454211e-05,0,0,0,0,0,0,1.23757495020333e-05,0,0,0,4.82189051067804e-06,0,0,2.44682857049535e-05,0,0,0,0,0,0,0,10
"99","MHI","Kauai","Forereef",2006,5.66865536337648e-05,2.00305056004018e-05,0,0,0,0,8.4085394088873e-06,7.9942886741004e-06,0,0,0,0,0,0,7.7906255488626e-06,0,0,0,0,3.15592146139641e-06,5.19272210458202e-06,2.9368314672099e-06,0,3.15592146139641e-06,6.50310937368799e-06,3.15592146139641e-06,0,5.80744890962781e-06,3.05336493556322e-05,0,0,0,0,0,0,0,13
"100","MHI","Kaula","Forereef",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"101","PRIAs","Kingman","Forereef",2006,0.000369410677271515,4.12105666298968e-05,0,0,7.24087326539168e-06,0,7.38642454682907e-05,7.77955573653769e-05,4.80578828534574e-06,0,0,0,0,0,1.51924428754952e-05,0,0,0,0,0,3.01635211862859e-06,0.00016115994379286,0,0,0,3.09665741731552e-05,0,0,8.62359944853485e-05,0,6.08219539475969e-06,0.000170426235547003,3.01635211862859e-06,0,0,0,10
"102","NWHI","Kure","Forereef",2006,4.21291286762575e-05,0,0,0,0,0,1.45306521308151e-05,1.05511582450197e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.62967393574567e-05,0,0,0,0,0,2.25037712232395e-05,5.03993493950195e-05,0,1.72346620405609e-05,0,0,0,0,0,6
"103","MHI","Lanai","Forereef",2006,5.23667915046507e-05,1.23812884492102e-05,0,7.39220943836066e-06,0,0,0,0,0,0,0,3.69610471918033e-06,0,0,5.45646622044188e-06,0,0,0,0,0,0,0,0,0,8.2742285327249e-06,1.81291278367768e-05,0,0,2.47813048511476e-05,0,5.79498101686647e-06,0,0,0,0,0,11
"104","NWHI","Laysan","Forereef",2006,6.40004927456994e-05,1.33588618709983e-05,0,0,0,0,6.01194512205174e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11065555918498e-05,2.61945685359903e-05,0,0,0,0,0,0,0,4
"105","NWHI","Lisianski","Forereef",2006,5.05449691273147e-05,0,0,0,0,0,4.66605298659216e-05,1.19291306685382e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40250889382611e-06,0,0,0,5.89753332478078e-06,0,0,0,0,0,0,0,0,0,0,8
"106","NWHI","Maro","Forereef",2006,7.57482570480159e-05,0,0,3.79024957477437e-05,0,0,3.00373178504567e-05,4.54488142909362e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87336619270161e-05,0,0,0,0,0,0,4.54443538878253e-05,0,0,0,0,0,0,0,5
"107","MHI","Maui","Forereef",2006,6.36242659888375e-05,5.65675026491915e-06,0,1.17866423776014e-05,0,0,4.87939723404608e-06,1.97944531155657e-06,1.09325082560805e-05,0,0,0,0,0,9.30228296248938e-06,0,0,0,0,2.09824035395516e-06,0,8.33596224731521e-06,2.62089211568936e-06,0,5.87501150642723e-06,3.11737142021198e-06,0,1.68439227529874e-06,4.64835173769676e-05,0,2.76312150081161e-06,1.83903216186658e-06,0,0,0,0,26
"108","NWHI","Midway","Forereef",2006,0.000445477364858865,3.27102732858652e-05,0,1.24800313527285e-05,0,0,0.000246096559556193,1.23523289924948e-05,0,0,0,1.56668955713632e-05,0,0,0,0,0,0,0,0,0,3.34062547487685e-05,6.24001567636427e-06,0,0,0,0,1.31922444619474e-05,0.000173937901029233,0,3.7526743272257e-05,0,0,0,0,0,6
"109","MHI","Molokai","Forereef",2006,4.87742416619399e-05,4.14841272744359e-05,0,5.36947225192585e-06,0,0,7.17901284178907e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04863136215875e-05,0,0,6.62599946468501e-06,0,0,0,4.54844324482703e-05,0,0,0,0,0,0,0,7
"110","NWHI","Necker","Forereef",2006,0.000433185850331942,0,0,1.1041882351392e-05,0,0,0.000326906266618775,6.78803879262868e-05,0,0,0,0,0,0,4.76923950224245e-05,0,0,0,0,0,7.31218066729222e-05,2.90639184585715e-05,0,0,0,1.1488594081348e-05,0,1.1041882351392e-05,0,0,0,4.59543763253919e-05,0,0,0,0,4
"111","MHI","Niihau","Forereef",2006,0.000124312557822003,9.23968966755674e-06,0,1.72218124080115e-05,0,0,1.33596963646512e-05,9.63952959357391e-06,0,0,0,0,0,0,4.2057707652068e-05,0,0,0,7.09928695203276e-06,0,9.89653887645711e-06,2.09081880717635e-05,2.67256219510589e-06,0,5.5506041874049e-06,1.41308207439337e-05,0,0,7.2357828505607e-05,0,0,0,0,0,0,0,17
"112","MHI","Oahu","Forereef",2006,0.000123704933868426,3.49159785666016e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.49159785666016e-05,0,0,0,0,0,0,0,1.46273097172955e-05,0,3.49159785666016e-05,1.46273097172955e-05,0,0,1.62288682012476e-05,0,1.74579892833008e-05,0,0,0,0,0,3
"113","SAMOA","Ofu & Olosega","Forereef",2006,0.000123277512704988,7.76506215893918e-06,0,0,7.4575772513712e-06,0,3.35124123810329e-05,7.46661698463461e-06,0,0,0,3.27428718233296e-06,0,0,0,0,4.22006002089677e-06,0,0,5.58767682957221e-06,0,6.00650402810593e-05,0,0,0,4.53665415516431e-06,0,0,5.59785463845805e-05,6.42170535481468e-06,4.80756423881351e-06,6.93285864905912e-05,0,0,0,0,15
"114","PRIAs","Palmyra","Forereef",2006,0.000310417782040943,3.70245916823494e-06,0,0,8.24282783079152e-05,0,9.05960930519399e-05,6.64064523660726e-05,8.36644728996324e-06,0,0,0,0,0,0,0,0,0,0,9.59652416842259e-06,1.63723899259826e-05,0.000310379154969352,0,0,0,1.20798742019224e-05,0,0,4.05223980101559e-05,0,2.58101080397657e-05,4.16196560703736e-06,0,0,0,0,13
"115","NWHI","Pearl & Hermes","Forereef",2006,0.000698916586375319,0.000105964780636878,0.000483331027413532,9.65245318355618e-06,0,0,0.000215604824572253,3.0714056797185e-05,0,0,0,0,0,0,3.36607789730941e-06,0,0,0,0,0,0,2.78980828706234e-05,0,0,5.38349626837852e-06,1.15540495883301e-05,0,3.41999195536894e-05,3.21942514571701e-06,0,0,0,0,0,0,0,13
"116","SAMOA","Rose","Forereef",2006,0.0019645229430663,1.71202893201182e-05,0,0,0,0,0.000538785118854965,1.57472449344499e-05,0,0,0,0,0,0,1.65912507475721e-05,0,0,0,0,0,0,0.000115977472478595,0,0,0,0,0,0,2.97327574341529e-05,6.71002382562236e-06,0,0.00132498709545812,0,0,0,0,11
"117","SAMOA","Swains","Forereef",2006,0.00360556122793304,5.95304360905841e-05,0,0,1.08511926964024e-05,0,0.00326281962204116,2.24676235209514e-05,4.76652823691238e-06,0,0,0,0,0,2.43738861045689e-05,0,0,0,0,1.66276231631007e-05,0,3.2921355549461e-05,0,0,0,5.42559634820118e-06,0,0,1.56841733259099e-05,0,0,0.000615157645548411,0,0,0,0,9
"118","SAMOA","Tau","Forereef",2006,0.000202366761021508,1.44908771527171e-05,0,0,8.54278141105709e-06,0,6.28395575275977e-05,5.65230750440067e-06,0,0,5.94576078730357e-06,4.84457366055244e-06,0,0,5.41788512624766e-06,0,1.17142689706044e-05,0,0,7.99265747476324e-06,0,1.97896020303665e-05,0,0,0,5.73591971470134e-06,0,0,5.14237556666538e-05,3.65449338262577e-06,0,0.000158077492808208,0,0,5.15897234543803e-06,0,15
"119","SAMOA","Tutuila","Forereef",2006,0.000129892337649384,8.3379473606642e-06,0,2.2884388423676e-06,3.22074855589383e-06,0,9.20024535012901e-05,2.79949158609816e-06,0,0,1.47737025046196e-06,1.33268854969187e-06,0,4.53502773680418e-06,7.37466137411167e-06,0,4.58110531496517e-06,0,0,3.47299138538701e-06,1.08585791392708e-06,6.55514580565512e-06,3.58665293956123e-06,0,0,1.33268854969187e-06,0,0,1.13646541357263e-05,1.14316895450435e-06,3.7168627417847e-06,8.29698469083785e-05,0,0,2.53069454005907e-06,0,40
"120","MARIAN","Agrihan","Forereef",2007,0.00122118720640158,4.71615619728596e-05,0,0,0,0,0.000993323284450568,0.000141412691522126,0,0,7.84960171508574e-06,0,0,0,7.84960171508574e-06,1.43367818019733e-05,0,0,0,0,0,5.72381064356708e-05,0,0,1.4532898021472e-05,0,0,0,7.84960171508574e-06,1.08117838726946e-05,0,0,0,0,0,0,6
"121","MARIAN","Aguijan","Forereef",2007,0.000103178543518062,0,0,0,0,0,1.26798026745645e-05,5.24485819544179e-05,0,0,1.31121454886045e-05,1.31121454886045e-05,0,0,0,0,0,0,0,0,0,3.21126124891949e-05,0,0,0,1.31121454886045e-05,0,0,0,2.43959615771706e-05,0,0,0,0,0,0,3
"122","MARIAN","Alamagan","Forereef",2007,0.000235360338169526,0.000140544303399792,0,0,0,0,4.83569397250832e-05,6.78128687375153e-05,0,0,0,0,0,0,3.39071322899212e-05,9.15994368796683e-06,1.85385145509759e-05,0,0,0,7.5429430113297e-06,9.11965343527627e-05,0,0,1.03989176902488e-05,0,0,0,8.35991384618757e-06,1.65946404763238e-05,8.2973202381619e-06,4.52576580679782e-05,0,0,0,0,6
"123","MARIAN","Asuncion","Forereef",2007,0.000538419792468087,0.000133446804110235,0,0,0,4.25642110064141e-05,2.17828682666791e-05,4.20137466082974e-05,0,0,1.82882700266712e-05,0,0,0,8.92105122405446e-06,1.1721329919633e-05,0,0,0,0,0,0.000453918748896208,0,0,0,0,0,1.04618995826424e-05,2.33897683925511e-05,3.57957866378988e-05,0,0,0,0,8.92105122405446e-06,0,5
"124","MARIAN","Farallon de Pajaros","Forereef",2007,0.00120543447885313,0.000336006809194217,0,0,0,0,0.00117464989731967,0.000112525603554234,0,0,0,0,0,0,0,3.53648408891077e-05,0,0,0,0,0,0.000189603073197734,0,0,1.02609074789664e-05,0,0,0,0,2.61405481683133e-05,1.02609074789664e-05,1.02609074789664e-05,0,0,0,0,4
"125","MARIAN","Guam","Forereef",2007,3.04853124540557e-05,4.30733418589929e-06,0,2.67161698696192e-06,0,0,3.98236723490647e-06,4.31039723749441e-06,0,0,0,5.0538601609071e-06,0,0,4.26165173998556e-06,0,0,0,0,4.70813621049852e-06,8.61466837179858e-06,6.96115481553793e-06,2.39040092980363e-06,0,5.01609356610642e-06,3.05341199447722e-06,0,0,1.14868547431136e-05,3.06047165168704e-06,4.30733418589929e-06,0,0,0,2.27379343067632e-06,0,19
"126","MARIAN","Guguan","Forereef",2007,0.000188158770570626,1.99728332939842e-05,0,0,0,0,9.85982940274825e-05,4.43228553769064e-05,0,0,0,0,0,0,0,0,0,0,0,9.89087721527769e-06,0,0.000136644841249427,0,0,0,0,0,0,2.63319715672432e-05,0,1.07796782092749e-05,0,0,0,0,0,5
"127","MARIAN","Maug","Forereef",2007,0.000201677308752644,8.15657253654114e-05,0,0,5.42867520761109e-06,0,3.10136985867267e-05,4.56224606967596e-05,0,0,6.49604908568998e-06,1.25757620664856e-05,0,0,0,6.10252006613388e-06,0,0,0,0,0,0.00018330153970898,0,0,6.49604908568998e-06,6.10252006613388e-06,0,0,1.84300772364676e-05,8.43251296410447e-06,0,6.10252006613388e-06,0,0,0,0,8
"128","MARIAN","Pagan","Forereef",2007,0.000613358255568894,9.77768282466757e-06,0,0,0,0,1.63940583304723e-05,7.75243317990077e-06,2.78877516988733e-06,0,2.52789194250128e-05,0,0,0,0,7.3516798875696e-06,6.17102318627653e-06,0,0,0,0,5.66624669991248e-05,0,0,6.80786501224208e-06,0,0,0,1.99621939114307e-05,3.40393250612104e-06,0,0.000617939116977435,0,0,3.05324869740984e-06,0,16
"129","MARIAN","Rota","Forereef",2007,7.25048945380946e-05,3.01159854362919e-05,0,0,4.2447221789914e-06,0,5.32694372618118e-06,4.04517938606116e-06,0,0,4.00450735383882e-06,0,0,0,0,0,0,0,0,1.10529042929566e-05,0,6.18342683601059e-06,0,0,1.04643101983501e-05,0,0,0,3.7314392650161e-05,8.92018685256303e-06,8.48944435798279e-06,0,0,0,0,0,10
"130","MARIAN","Saipan","Forereef",2007,0.000331801472787068,7.87734308593341e-06,0,3.30447322910492e-06,2.6943379770069e-06,0,0.000307126176361821,2.97958093559075e-06,0,0,7.21705780629476e-06,3.55923661711884e-06,0,0,3.02112162321721e-06,0,3.46920561751494e-06,0,7.54882204069909e-06,7.53234493749258e-06,0,7.58050140266615e-06,0,0,8.50486502211708e-06,8.94604844181548e-06,0,0,3.33611945714849e-05,2.6943379770069e-06,2.6943379770069e-06,5.68633975879398e-05,0,0,2.51221174043286e-06,0,16
"131","MARIAN","Sarigan","Forereef",2007,0.000725742487580547,4.04665670840055e-05,0,0,0,0,0.000770202975599534,4.15011582604104e-05,0,0,9.27678019165682e-06,0,0,0,0,1.1419408755405e-05,9.27678019165682e-06,0,0,1.75362813781673e-05,0,4.52224671993798e-05,9.27678019165682e-06,0,0,7.84105318643071e-06,0,0,1.05473173374277e-05,0,0,0,0,0,0,0,6
"132","MARIAN","Tinian","Forereef",2007,0.000241471143187187,8.25133224557915e-06,0,0,0,0,0.000190898032141332,1.71465304043254e-05,0,0,4.65604956442272e-06,0,0,0,6.18569848996949e-06,6.52067485074217e-06,0,0,0,0,0,9.1337482964886e-06,4.65604956442272e-06,0,1.21387338583562e-05,6.06936692917809e-06,0,0,1.30413497014843e-05,5.64407866407092e-06,0,0.000142758499945799,0,0,7.00687196389287e-06,0,7
"133","PRIAs","Wake","Forereef",2007,0.000153834364816829,1.12058057038837e-05,0,0,3.03568271797062e-06,0,9.94858343164215e-05,4.01887596260249e-05,1.39756778153571e-05,0,0,3.83995014816148e-06,0,0,7.21071061759431e-06,0,0,0,0,1.39016680419897e-05,0,0,7.18270290281404e-06,0,1.71897299468956e-05,1.64697932738194e-05,0,2.35542635663898e-06,5.27536864883451e-05,0,2.41038251115167e-06,3.96027421222138e-05,0,0,0,0,16
"134","PRIAs","Baker","Forereef",2008,0.000206697136076294,5.71258287149092e-05,0,1.31636762536599e-05,1.31155786534985e-05,0,0.000276409297089596,5.37580849787665e-05,1.03652479050544e-05,0,6.72663598479416e-06,0,0,0,1.03652479050544e-05,0,0,0,0,1.03652479050544e-05,0,0.000207230892379792,1.03652479050544e-05,0,0,3.75420845699485e-05,0,0,3.03356859888062e-05,1.52528781277956e-05,2.14485543088412e-05,3.05117913041004e-05,3.20277307057867e-05,0,0,0,6
"135","NWHI","French Frigate","Forereef",2008,0.000178289497110947,5.1373050461221e-05,0,3.17059240579851e-06,0,0,6.78763948458233e-05,7.44968918508862e-05,0,0,0,0,0,0,1.09759218666466e-05,0,0,0,0,3.81370857346133e-06,3.00595630425738e-05,9.02294379921277e-05,0,0,1.34214643394686e-05,2.89108311479896e-06,0,0,1.27389102809759e-05,0,0,0,0,0,0,0,15
"136","MHI","Hawaii","Forereef",2008,3.27660045674736e-05,3.61957360207961e-06,0,9.34743679713561e-06,0,0,3.8162132837686e-06,0,5.63480372024487e-06,0,8.65466750125179e-07,1.6928870330893e-06,0,0,3.23218775108958e-06,0,0,0,0,3.4177649448957e-06,1.63701374284929e-06,3.51954437095349e-06,0,0,2.83078712094788e-06,1.64680284973764e-06,0,2.77967557114538e-06,3.04545648530399e-05,0,1.1304996407595e-06,1.45783171651617e-06,2.86199506061133e-06,0,0,0,41
"137","PRIAs","Howland","Forereef",2008,0.00200352579793372,0.000132311435765106,0,0,6.48983969939799e-06,0,0.001519025975738,0.000469551688030028,0,0,6.07491184493985e-06,0,0,0,4.43150647253932e-06,0,0,0,0,0,7.25234437387212e-06,7.87065223400838e-05,7.87764188582376e-06,0,6.07491184493985e-06,6.12476081581074e-05,0,0,2.03269842109604e-05,1.09414869855783e-05,2.23655546481083e-05,0.000875368708711982,6.52682734365892e-06,0,0,0,7
