ISLAND,YEAR,TotFish,TotFishSE,group,All_TotFish,All_TotFishSE
Kingman,2006,21.3740486,12.48158843,Rays,,
Palmyra,2006,2.981954158,2.064831809,Rays,,
Wake,2007,0.725490936,0.2239173,Rays,,
Baker,2008,18.72576537,9.744524339,Rays,,
Howland,2008,45.0426549,44.98432514,Rays,,
Jarvis,2008,3.34911135,2.562869019,Rays,,
Johnston,2008,0.204374484,0.097272552,Rays,,
Kingman,2008,8.809209958,8.809209958,Rays,,
Palmyra,2008,2.891727139,1.643682095,Rays,,
Wake,2009,0.293977495,0.121255896,Rays,,
Baker,2010,4.363692765,2.752637848,Rays,,
Howland,2010,0.180601833,0.083690043,Rays,,
Jarvis,2010,41.18991178,28.42688574,Rays,,
Johnston,2010,0.213598669,0.119658874,Rays,,
Kingman,2010,0.701722952,0.701722952,Rays,,
Palmyra,2010,1.508191136,0.697734073,Rays,,
Wake,2011,0.54760037,0.232153984,Rays,,
Baker,2012,48.74993054,28.37102712,Rays,,
Howland,2012,8.349689658,5.75028275,Rays,,
Jarvis,2012,0,0,Rays,,
Johnston,2012,0.45783487,0.17324651,Rays,,
Kingman,2012,0.644134764,0.55975058,Rays,,
Palmyra,2012,7.07166556,2.630099628,Rays,,
Wake,2014,3.040274596,2.493544768,Rays,,
Baker,2015,10.07650707,6.451663745,Rays,,
Howland,2015,5.776502899,4.331562412,Rays,,
Jarvis,2015,16.79133692,8.622372156,Rays,,
Johnston,2015,0.34736357,0.203500351,Rays,,
Kingman,2015,0.462964107,0.462964107,Rays,,
Palmyra,2015,3.076109574,1.261079103,Rays,,
Baker,2001,0,0,Triggerfish,,
Howland,2001,0,0,Triggerfish,,
Jarvis,2001,0,0,Triggerfish,,
Kingman,2001,0,NA,Triggerfish,,
Palmyra,2001,0.329662297,0.045009388,Triggerfish,,
Baker,2002,0.341949844,0.341949844,Triggerfish,,
Howland,2002,0.333381964,NA,Triggerfish,,
Jarvis,2002,1.243415834,NA,Triggerfish,,
Kingman,2002,0,0,Triggerfish,,
Palmyra,2002,0.450908425,0.255047661,Triggerfish,,
Baker,2004,0.109251089,0.071813843,Triggerfish,,
Howland,2004,0.20783027,0.079265017,Triggerfish,,
Jarvis,2004,0.819447242,0.715546883,Triggerfish,,
Johnston,2004,0,0,Triggerfish,,
Kingman,2004,0.025063048,0.025063048,Triggerfish,,
Palmyra,2004,0.146170677,0.081959921,Triggerfish,,
Wake,2005,0.029250707,0.029250707,Triggerfish,,
Baker,2006,0.191651124,0.124647468,Triggerfish,,
Howland,2006,0.138723611,0.09046662,Triggerfish,,
Jarvis,2006,0.514412106,0.272092505,Triggerfish,,
Johnston,2006,0,0,Triggerfish,,
Kingman,2006,0.072557243,0.039624347,Triggerfish,,
Palmyra,2006,0.961023939,0.393825928,Triggerfish,,
Wake,2007,0.019994734,0.019994734,Triggerfish,,
Baker,2008,0.062525921,0.03461295,Triggerfish,,
Howland,2008,0.032557119,0.021278784,Triggerfish,,
Jarvis,2008,0.019987821,0.019987821,Triggerfish,,
Johnston,2008,0,0,Triggerfish,,
Kingman,2008,0,0,Triggerfish,,
Palmyra,2008,0.063827179,0.030736332,Triggerfish,,
Wake,2009,0,0,Triggerfish,,
Baker,2010,0,0,Triggerfish,,
Howland,2010,0,0,Triggerfish,,
Jarvis,2010,0.203063903,0.13049406,Triggerfish,,
Johnston,2010,0,0,Triggerfish,,
Kingman,2010,0,0,Triggerfish,,
Palmyra,2010,0.200731855,0.05226773,Triggerfish,,
Wake,2011,0,0,Triggerfish,,
Baker,2012,0.052769571,0.036114458,Triggerfish,,
Howland,2012,0.015975093,0.015975093,Triggerfish,,
Jarvis,2012,0.23172724,0.121099871,Triggerfish,,
Johnston,2012,0,0,Triggerfish,,
Kingman,2012,0,0,Triggerfish,,
Palmyra,2012,0.497272534,0.220684721,Triggerfish,,
Wake,2014,0,0,Triggerfish,,
Baker,2015,0.060855631,0.03906435,Triggerfish,,
Howland,2015,0.120419038,0.08757267,Triggerfish,,
Jarvis,2015,0.039614143,0.039614143,Triggerfish,,
Johnston,2015,0,0,Triggerfish,,
Kingman,2015,0,0,Triggerfish,,
Palmyra,2015,0.093759721,0.028609328,Triggerfish,,
Baker,2001,0.190713742,0.190713742,Surgeonfish,,
Howland,2001,5.024820571,0.843538263,Surgeonfish,,
Jarvis,2001,0.166361247,0.166361247,Surgeonfish,,
Kingman,2001,0,NA,Surgeonfish,,
Palmyra,2001,1.415692866,1.415692866,Surgeonfish,,
Baker,2002,1.376676375,1.376676375,Surgeonfish,,
Howland,2002,0,NA,Surgeonfish,,
Jarvis,2002,10.10706237,NA,Surgeonfish,,
Kingman,2002,0.044114081,0.044114081,Surgeonfish,,
Palmyra,2002,0.020763363,0.020763363,Surgeonfish,,
Baker,2004,7.594594089,3.49694065,Surgeonfish,,
Howland,2004,5.576100534,2.109856933,Surgeonfish,,
Jarvis,2004,2.131668713,0.912349591,Surgeonfish,,
Johnston,2004,0.888481777,0.496317409,Surgeonfish,,
Kingman,2004,0.123642524,0.083364072,Surgeonfish,,
Palmyra,2004,0.228480793,0.095255767,Surgeonfish,,
Wake,2005,0.407187402,0.191755282,Surgeonfish,,
Baker,2006,0.699930955,0.557643444,Surgeonfish,,
Howland,2006,1.943560132,1.11347926,Surgeonfish,,
Jarvis,2006,5.44772037,1.895120339,Surgeonfish,,
Johnston,2006,0.027596279,0.027596279,Surgeonfish,,
Kingman,2006,0.490663259,0.152073499,Surgeonfish,,
Palmyra,2006,0.019160167,0.019160167,Surgeonfish,,
Wake,2007,0.065294302,0.045092155,Surgeonfish,,
Baker,2008,0.734915825,0.11395643,Surgeonfish,,
Howland,2008,0.778563727,0.302152789,Surgeonfish,,
Jarvis,2008,2.820750756,1.140956175,Surgeonfish,,
Johnston,2008,0.013240059,0.013240059,Surgeonfish,,
Kingman,2008,0.19105358,0.089742008,Surgeonfish,,
Palmyra,2008,0.100719922,0.03974827,Surgeonfish,,
Wake,2009,0,0,Surgeonfish,,
Baker,2010,2.339675819,0.849896297,Surgeonfish,,
Howland,2010,2.688375104,1.308213424,Surgeonfish,,
Jarvis,2010,0.321015113,0.127893358,Surgeonfish,,
Johnston,2010,0.104883507,0.040304447,Surgeonfish,,
Kingman,2010,0.198110442,0.108695555,Surgeonfish,,
Palmyra,2010,0.11328734,0.085909714,Surgeonfish,,
Wake,2011,0.035412212,0.01615142,Surgeonfish,,
Baker,2012,1.766763453,0.566235056,Surgeonfish,,
Howland,2012,1.398985951,0.507363381,Surgeonfish,,
Jarvis,2012,0.320292515,0.142132401,Surgeonfish,,
Johnston,2012,0.325100619,0.129261353,Surgeonfish,,
Kingman,2012,0.105636087,0.059792819,Surgeonfish,,
Palmyra,2012,0.160049105,0.107943051,Surgeonfish,,
Wake,2014,0.064781276,0.038515001,Surgeonfish,,
Baker,2015,1.255831877,0.492636654,Surgeonfish,,
Howland,2015,0.611472743,0.182444163,Surgeonfish,,
Jarvis,2015,0.071911871,0.054123093,Surgeonfish,,
Johnston,2015,0.064844995,0.038418784,Surgeonfish,,
Kingman,2015,0.092032767,0.039486814,Surgeonfish,,
Palmyra,2015,0.006393341,0.006393341,Surgeonfish,,
Baker,2001,0.391238039,0.391238039,Other,,
Howland,2001,0.032271871,0.032271871,Other,,
Jarvis,2001,0.303083524,0.038092782,Other,,
Kingman,2001,0,NA,Other,,
Palmyra,2001,0,0,Other,,
Baker,2002,0.336642404,0.320222383,Other,,
Howland,2002,0.027843715,NA,Other,,
Jarvis,2002,0.238869699,NA,Other,,
Kingman,2002,0,0,Other,,
Palmyra,2002,0.033639766,0.025803966,Other,,
Baker,2004,0.054137511,0.038941489,Other,,
Howland,2004,0.16215171,0.103431011,Other,,
Jarvis,2004,0.14416503,0.053228418,Other,,
Johnston,2004,0.079178976,0.029589753,Other,,
Kingman,2004,0.004567069,0.003063683,Other,,
Palmyra,2004,0.054193822,0.025994297,Other,,
Wake,2005,0.387231546,0.165106202,Other,,
Baker,2006,0.00273424,0.00273424,Other,,
Howland,2006,1.632913426,1.329526637,Other,,
Jarvis,2006,0.138021478,0.094899035,Other,,
Johnston,2006,0.022034812,0.008371358,Other,,
Kingman,2006,0.005628189,0.005026876,Other,,
Palmyra,2006,0,0,Other,,
Wake,2007,0.35165796,0.12878232,Other,,
Baker,2008,0.00690498,0.003422049,Other,,
Howland,2008,0.00820324,0.003788622,Other,,
Jarvis,2008,0.006353027,0.004407528,Other,,
Johnston,2008,0.030581928,0.007507418,Other,,
Kingman,2008,0.00243935,0.001371111,Other,,
Palmyra,2008,0.002229192,0.00166284,Other,,
Wake,2009,0.275672622,0.135146429,Other,,
Baker,2010,0.017395862,0.00610181,Other,,
Howland,2010,0.005261002,0.00355958,Other,,
Jarvis,2010,0.003898622,0.003898622,Other,,
Johnston,2010,0.174732648,0.065573615,Other,,
Kingman,2010,0.003723139,0.002231614,Other,,
Palmyra,2010,0.021581353,0.021581353,Other,,
Wake,2011,0.230039946,0.067520875,Other,,
Baker,2012,0.116675783,0.052334299,Other,,
Howland,2012,0.037163839,0.026244955,Other,,
Jarvis,2012,0.035348306,0.021366092,Other,,
Johnston,2012,0.221207044,0.080595172,Other,,
Kingman,2012,0.014486636,0.008393394,Other,,
Palmyra,2012,0.020276899,0.009749554,Other,,
Wake,2014,0.259890669,0.113994566,Other,,
Baker,2015,0.006008185,0.00426394,Other,,
Howland,2015,0.043244933,0.039220487,Other,,
Jarvis,2015,0.138682853,0.137425086,Other,,
Johnston,2015,0.202023843,0.069035183,Other,,
Kingman,2015,0.010979882,0.004880623,Other,,
Palmyra,2015,0.003589722,0.001933632,Other,,
